"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",-0.2009,-0.0544,-0.2217,0.0948,0,0.1195,0,0,0,-0.0953,0,0.2712,-0.2148,0.9984,0.3741,-0.0168,0.1445,0,0,-0.0378
"X2",0,0.1056,-0.7017,0,0,-0.0206,0.0505,0,0,0,0,0,0.3415,0,0,0.0558,-0.3365,0,0,-0.0296
"X3",0,1.0333,-0.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X4",-0.5008,1.6913,0.1921,-1.0698,0.4076,0.19,0.221,1.4686,-1.7187,-0.2114,-2.0959,0,0.1732,0,0,0,-0.1052,0,-0.0892,0
"X5",0.1327,-0.2939,0,-0.2139,-0.6234,0.0278,-0.3252,0.1773,0.2267,-0.0407,0.5963,0,0.0254,-0.036,0,0.0111,-0.0242,0.0281,-0.0895,0.0137
"X6",0,0,0,0,0,0.2876,0,0,0,-0.3214,0,0,0,0,0,0,0,0,0,0.1694
"X7",0,0.8736,0.1906,0,0,-0.084,0.1805,0,0,0,0,0,0,0,0,0.1771,0,0,0,-0.1031
"X8",0,0,1.1274,0,0,-0.1416,0,0.495,-0.5774,-0.1723,0,0,-0.4115,0,0,0.0409,0,0,0,-0.028
"X9",0,0,0,0.3162,-0.0648,-0.1181,-0.0762,0,0.092,0,0.3394,0,0.1935,0.3205,0,-0.0787,0.2752,0.6948,0,-0.1058
"X10",0,0,0,0,0,0.2488,0,0,0,0.124,0,0,0,0,0,0,0,0,0,0
