X1	X2	X3	X4	X5	X6	X7	X8	X9
0.523892	0.075534	0.241379	-4.186348	-2.444141	-3.545696	-1.478903	-2.209203	-2.351509
-0.294755	0.833128	-3.015758	-2.465023	-3.857000	-5.078086	-1.780890	-2.310649	-3.918322
2.400689	1.375631	-0.794668	-4.591624	-2.181418	-5.999595	-2.255251	-2.296327	-2.781089
3.556524	1.799845	-0.878752	-2.930153	0.082203	-3.279926	-0.444787	-2.416337	-4.655213
4.355152	2.145771	-1.995510	-2.442812	0.613061	-4.592182	-2.161199	0.357420	-3.190298
2.998573	-0.855590	-1.836142	0.717296	3.596855	-4.216067	-0.105490	1.209243	-3.269246
2.040989	-2.658036	-2.117247	-0.287032	2.393484	-0.290484	0.243540	3.056432	-1.955259
-1.771099	-2.927966	-2.828727	-1.438498	2.895046	-0.698936	-0.173112	2.002286	0.063058
-1.127791	-3.901178	-3.480379	-1.797604	1.564640	1.907474	0.078454	-0.271396	-0.327695
-3.059584	-1.220572	-0.914806	-1.118752	0.895264	2.640542	0.648835	0.413285	1.433977
-2.818478	-1.002845	1.478394	0.095455	0.725216	2.204565	0.434031	-0.771770	1.887072
-0.010573	0.462403	3.896220	0.166514	-1.652004	2.740341	0.492139	-1.202263	1.758288
1.392234	-1.101825	3.660672	1.548024	-2.282897	2.559166	-1.409542	-1.919594	1.393820
0.334543	0.309970	3.337451	1.505882	-0.500867	4.000337	0.364087	0.200736	0.975368
-0.583545	1.480291	1.445656	0.610986	-2.578813	2.362451	0.014024	0.012426	-1.570073
-0.315829	-0.602361	1.525587	1.646634	-1.332737	1.591105	0.327167	-1.313224	0.335595
-1.342008	0.297314	2.566245	0.245924	-0.924641	2.465396	0.972414	1.123685	-0.360031
-3.009481	-1.580981	4.405930	-1.768047	-2.214626	-0.232679	1.106665	-1.042748	-0.035853
-3.381347	-0.884246	1.984641	-0.316981	-0.239493	-3.475223	-1.612083	-3.650923	-0.288075
-0.509205	1.408621	2.330579	0.653720	-2.528544	-1.665639	-1.305331	-1.259941	-3.973098
-0.280654	1.943220	2.130543	-1.292546	-1.452381	-3.793929	-1.702681	-1.681103	-2.983627
0.823107	1.351054	0.901635	-0.019481	-2.822603	-3.658397	-2.630934	0.297791	-1.541262
-1.097022	0.090722	-2.250347	-0.714687	-1.081314	-2.665646	-3.478092	-0.003560	-3.999908
1.585460	1.815626	0.094898	1.985133	-1.839013	-0.471678	-1.234756	-0.722957	-1.191467
-1.571345	2.206468	-0.297830	1.311979	0.252397	-0.330496	-1.572729	0.781500	-1.384741
0.414663	-0.713452	-0.141331	2.719547	2.143515	-0.761703	-0.455012	1.583109	0.597466
-0.852214	-2.021533	-0.983704	1.679536	2.454140	2.065399	-0.814607	4.009871	0.626653
-0.884877	-1.933474	-0.486150	3.499744	1.032471	0.567306	-0.347614	3.704584	1.488116
-0.142625	-0.759273	-1.657669	0.815069	0.128005	0.379816	-0.847036	1.684548	2.514153
-2.172456	-3.039131	-1.813661	2.354509	1.794643	0.800827	1.882325	0.753862	3.039661
-0.503069	-5.731545	-3.007025	3.151963	1.649983	0.592335	-0.749432	0.439126	3.309538
-0.206865	-4.446014	-3.183161	1.482728	2.591323	2.156138	-0.040709	-1.390462	1.274680
-2.902442	-5.560039	-3.095669	1.325703	4.033363	2.002634	0.260892	-1.485302	2.086286
-0.333999	-2.775618	-2.071249	0.844085	-0.053800	2.406820	0.554371	-1.733395	2.213454
-1.929736	-2.180051	-0.051202	0.572174	-1.236666	1.872193	0.109025	-0.766242	3.694179
-0.778252	0.605665	-0.629126	0.382367	-1.658336	3.298152	0.910252	0.824758	3.991560
-1.301747	2.211228	-1.114922	-0.497737	-1.306212	2.367993	1.398152	-1.232998	4.221195
-0.624020	2.821441	0.751011	-1.590139	-0.368894	3.534514	-0.735979	-0.740709	5.378080
0.845531	2.690404	1.704171	0.940657	-0.888385	3.365413	1.900659	3.414423	1.623814
1.413505	1.724217	0.380861	1.581152	-1.808785	3.937588	-1.200236	1.889198	1.265193
1.805803	-0.439318	0.325879	-1.808557	0.052605	2.295735	-1.280065	-1.677584	0.464416
