"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.6815,0,0,0,0,0,0,0,-0.0992,0,0,0,0,0,0,0.1131,0,0.1507,0,0
"X2",0,0.5705,0.0935,0,-0.0907,0,0,-0.1091,0,-0.1018,0,0,0,0,0.168,0,0,0.2666,0,0.1435
"X3",0,0,0.467,0,0,0,0.0634,0,-0.0526,0,0,0.3915,0,0,0,0,0,0,0,0.0955
"X4",0,0,-0.0451,0.4811,0,0,0,0,0,0,0.086,0.1476,0,0,0.2664,0,0.1178,0,0,0
"X5",0,0,0,0.0911,0.6354,0,-0.064,0,0,-0.1113,0,0,0,0,0,0.1481,0.1159,0,0,0.0894
"X6",0,0,0,-0.1275,0,0.5388,0,0,0,0.1168,0,0,0,0.1688,0,0,0,0,0.1854,0
"X7",0,0,0,0,0,-0.0829,0.58,0,0,0,0,0,0.1779,0,0,0,0,0,0,0.2073
"X8",0,0,0,0,0,-0.0877,0,0.6256,0.1115,-0.0793,0,0,0,0,0,0.2258,0,0,0,0.0909
"X9",-0.0372,-0.0755,0,0,0,0,0,0,0.4876,0,0,0.1225,0,0.0962,0,0,0,0.3249,0,0.0562
"X10",0,0,0,0,0,0,0.0693,0,0,0.4605,0,0,0,0,0,0.4061,0,0,0,0
