"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.6769,0,0,0,0,0,0,0,-0.0831,0,0,0,0,0,0,0.0938,0,0.1363,0,0
"X2",0,0.623,0.0667,0,-0.1525,0,0,-0.1351,0,-0.124,0,0,0,0,0.1926,0,0,0.255,0,0.1478
"X3",0,0,0.5215,0,0,0,0.0104,0,-0.0592,0,0,0.3831,0,0,0,0,0,0,0,0.0856
"X4",0,0,-0.0419,0.484,0,0,0,0,0,0,0.0687,0.179,0,0,0.2527,0,0.1084,0,0,0
"X5",0,0,0,0.1345,0.6252,0,-0.0603,0,0,-0.0847,0,0,0,0,0,0.1451,0.1057,0,0,0.0584
"X6",0,0,0,-0.1201,0,0.5547,0,0,0,0.0997,0,0,0,0.1992,0,0,0,0,0.1529,0
"X7",0,0,0,0,0,-0.0786,0.5988,0,0,0,0,0,0.1763,0,0,0,0,0,0,0.2017
"X8",0,0,0,0,0,-0.0629,0,0.6182,0.1111,-0.0876,0,0,0,0,0,0.2015,0,0,0,0.0787
"X9",-0.0289,-0.0676,0,0,0,0,0,0,0.5176,0,0,0.1451,0,0.1113,0,0,0,0.2842,0,0.0386
"X10",0,0,0,0,0,0,0.0697,0,0,0.4538,0,0,0,0,0,0.4187,0,0,0,0
