"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.6603,0,0,0,0,0,0,0,-0.0637,0,0,0,0,0,0,0.0999,0,0.1431,0,0
"X2",0,0.5696,0.1146,0,-0.1156,0,0,-0.1336,0,-0.1252,0,0,0,0,0.1509,0,0,0.2709,0,0.2065
"X3",0,0,0.5001,0,0,0,0.0172,0,-0.0742,0,0,0.3818,0,0,0,0,0,0,0,0.1039
"X4",0,0,-0.0139,0.4614,0,0,0,0,0,0,0.0797,0.167,0,0,0.2729,0,0.1158,0,0,0
"X5",0,0,0,0.0936,0.6518,0,-0.0952,0,0,-0.1274,0,0,0,0,0,0.1531,0.1177,0,0,0.1265
"X6",0,0,0,-0.1541,0,0.5274,0,0,0,0.2202,0,0,0,0.1818,0,0,0,0,0.1054,0
"X7",0,0,0,0,0,-0.0601,0.5874,0,0,0,0,0,0.1892,0,0,0,0,0,0,0.223
"X8",0,0,0,0,0,-0.036,0,0.6064,0.1561,-0.1321,0,0,0,0,0,0.1701,0,0,0,0.1048
"X9",-0.0447,-0.0826,0,0,0,0,0,0,0.4788,0,0,0.1292,0,0.1296,0,0,0,0.3267,0,0.0516
"X10",0,0,0,0,0,0,0.0517,0,0,0.4412,0,0,0,0,0,0.4178,0,0,0,0
