"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.6777,0,0,0,0,0,0,0,-0.0804,0,0,0,0,0,0,0.1054,0,0.1482,0,0
"X2",0,0.4747,0.1702,0,-0.0726,0,0,-0.0818,0,-0.0774,0,0,0,0,0.1661,0,0,0.3101,0,0.1029
"X3",0,0,0.4354,0,0,0,0.034,0,-0.0957,0,0,0.4838,0,0,0,0,0,0,0,0.059
"X4",0,0,-0.0638,0.4786,0,0,0,0,0,0,0.0971,0.1594,0,0,0.2729,0,0.0954,0,0,0
"X5",0,0,0,0.123,0.5977,0,-0.079,0,0,-0.1029,0,0,0,0,0,0.1817,0.1118,0,0,0.0852
"X6",0,0,0,-0.1512,0,0.5858,0,0,0,0.0992,0,0,0,0.2002,0,0,0,0,0.1341,0
"X7",0,0,0,0,0,-0.0525,0.5979,0,0,0,0,0,0.1544,0,0,0,0,0,0,0.2193
"X8",0,0,0,0,0,-0.0687,0,0.6398,0.0724,-0.0914,0,0,0,0,0,0.2291,0,0,0,0.0833
"X9",-0.0381,-0.0776,0,0,0,0,0,0,0.4801,0,0,0.1044,0,0.1443,0,0,0,0.337,0,0.0475
"X10",0,0,0,0,0,0,0.0623,0,0,0.4531,0,0,0,0,0,0.4244,0,0,0,0
