"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.6657,0,0,0,0,0,0,0,-0.0844,0,0,0,0,0,0,0.1167,0,0.1725,0,0
"X2",0,0.5111,0.1493,0,-0.0672,0,0,-0.0752,0,-0.0576,0,0,0,0,0.152,0,0,0.2723,0,0.1165
"X3",0,0,0.4081,0,0,0,0.0602,0,-0.0489,0,0,0.4623,0,0,0,0,0,0,0,0.0802
"X4",0,0,-0.1227,0.5206,0,0,0,0,0,0,0.0755,0.1567,0,0,0.2636,0,0.1108,0,0,0
"X5",0,0,0,0.1353,0.5853,0,-0.0715,0,0,-0.0954,0,0,0,0,0,0.1159,0.0961,0,0,0.1402
"X6",0,0,0,-0.0646,0,0.4618,0,0,0,0.1943,0,0,0,0.1751,0,0,0,0,0.1846,0
"X7",0,0,0,0,0,-0.0637,0.5905,0,0,0,0,0,0.1636,0,0,0,0,0,0,0.2235
"X8",0,0,0,0,0,-0.1033,0,0.5824,0.1706,-0.0773,0,0,0,0,0,0.2077,0,0,0,0.0812
"X9",-0.0477,-0.1129,0,0,0,0,0,0,0.4698,0,0,0.1585,0,0.1382,0,0,0,0.3193,0,0.0496
"X10",0,0,0,0,0,0,0.0183,0,0,0.4726,0,0,0,0,0,0.3868,0,0,0,0
