"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0126,0,0,0,0,0,0,0,0.0103,0,0,0,0,0.0121,0,0.0135,0,0.0116,0,0
"X2",0,0.017,0.0165,0,0,0,0,0,0.0131,0,0,0,0,0,0.0142,0,0,0.0165,0.0178,0
"X3",0,0,0.0104,0,0,0,0,0.0097,0,0,0,0.0106,0,0.0104,0,0,0,0,0,0
"X4",0,0.0129,0,0.0126,0,0,0,0,0,0,0,0.0141,0,0,0,0.0133,0,0,0,0
"X5",0,0,0,0,0.0108,0,0,0,0,0,0.0127,0,0,0.0126,0,0.0131,0,0,0,0
"X6",0,0,0,0,0,0.0094,0,0,0,0,0,0.0115,0,0,0,0,0,0.0124,0,0.011
"X7",0,0.0112,0,0,0,0,0.0125,0,0,0,0,0,0.0124,0.0143,0.0142,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.0196,0,0,0,0,0,0,0,0,0,0,0.0407,0
"X9",0,0,0,0,0,0,0,0,0.0117,0.0112,0,0,0,0.0116,0,0.0129,0,0.0261,0,0
"X10",0,0,0.0124,0,0,0,0,0,0,0.0122,0,0.0141,0,0,0.0139,0,0.0136,0.013,0,0
