"file","lhs","op","rhs","beta","beta.std","se","z","pval","level"
"concat_BOLDfslfilter_01","X1","~","X1lag",0.65453943452869,0.656988832803594,0.0083094006795363,79.0657302663923,0,"group"
"concat_BOLDfslfilter_01","X2","~","X2lag",0.505270643220658,0.504390457269243,0.0130312243961535,38.7062981908381,0,"group"
"concat_BOLDfslfilter_01","X3","~","X3lag",0.4485141847772,0.447659851739475,0.0107677196232818,41.5742485318386,0,"group"
"concat_BOLDfslfilter_01","X4","~","X4lag",0.485493858944242,0.487713221196473,0.0107581861398491,45.3341497215731,0,"group"
"concat_BOLDfslfilter_01","X5","~","X5lag",0.595290777480169,0.594916006625234,0.0107169805561909,55.5115317701655,0,"group"
"concat_BOLDfslfilter_01","X6","~","X6lag",0.465704863662688,0.465379120131937,0.0135881135228466,34.2489867596017,0,"group"
"concat_BOLDfslfilter_01","X7","~","X7lag",0.62459951451819,0.623937494240533,0.00916739933228948,68.0604685827197,0,"group"
"concat_BOLDfslfilter_01","X8","~","X8lag",0.605796641616316,0.605088250062223,0.0118164353987174,51.2073421167186,0,"group"
"concat_BOLDfslfilter_01","X9","~","X9lag",0.497831258624945,0.497625474271432,0.0107300729835485,46.3767091830966,0,"group"
"concat_BOLDfslfilter_01","X10","~","X10lag",0.397484656300108,0.396794112763002,0.010959196751008,36.2064959483921,0,"group"
"concat_BOLDfslfilter_01","X3","~","X2",0.398484362191705,0.41965673825664,0.0111433101118387,37.6599712333945,0,"group"
"concat_BOLDfslfilter_01","X10","~","X6",0.44939446320266,0.453569458298461,0.0102670337547972,44.177263767788,0,"group"
"concat_BOLDfslfilter_01","X9","~","X8",0.342644466747156,0.33317924159608,0.010691564790508,31.162813687654,0,"group"
"concat_BOLDfslfilter_01","X4","~","X5",0.246379493243019,0.239857570889581,0.01035705773303,23.1588523567503,0,"group"
"concat_BOLDfslfilter_01","X6","~","X9",0.179429338722481,0.20112149774643,0.0110044892041636,18.2763137856808,0,"group"
"concat_BOLDfslfilter_01","X2","~","X8",0.267150225889624,0.286550347037218,0.0130993978325345,21.8750778242281,0,"group"
"concat_BOLDfslfilter_01","X5","~","X6",0.163163046515757,0.165231443269599,0.0143601226084018,11.5062696729989,0,"group"
"concat_BOLDfslfilter_01","X7","~","X3",0.163095670807315,0.161910091881096,0.0105376478941832,15.3649176274404,0,"group"
"concat_BOLDfslfilter_01","X4","~","X2",0.171492343380232,0.171798099962124,0.0110571938615553,15.5372241920663,0,"group"
"concat_BOLDfslfilter_01","X9","~","X4",0.139637867693888,0.126362557231686,0.00973405852756975,12.9814873080729,0,"group"
"concat_BOLDfslfilter_01","X8","~","X6",0.191258500006122,0.175477522873113,0.016178037436429,10.84665081056,0,"group"
