"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-1.6068,0,0,0,10.4405,0,-3.1744,0,-4.0589,0,0,0,0,13.0604,-2.3894,0.0276,0,0,0,0
"V2",0,0.7249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V3",0,0.6875,0.0589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-135.828,0,0,268.4186,0,24.9813,0,-48.9248,0,0,-157.6318,0,0,0,0,0,0,0,0,0
"V5",0,0,0,0.609,1.1414,-0.1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V6",0,0,0,0,0,-0.7459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6129
"V7",0,0,0,0,0,0,0.9914,0,0,-1.0321,0,0,0,0,0,0,0,0,0,0
"V8",0,0.1818,0,0,0,0,0,1.3578,0.8565,0,0,0,0,0,0,0,0,0,0,0
"V9",0,0,0,0,0,-0.2551,0,-0.86,0.165,0,0,0,0,0,0,0,0,1e-04,0,0
"V10",0,0,0,0,0,0.6254,0,0,0,-1.816,0,0,0,0,0,-0.6308,0,0,0,0
