"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-1.7433,0,0,0,11.4635,0,-3.2614,0,-4.4624,0,0,0,0,14.3541,-2.7072,0.0471,0,0,0,0
"V2",0,0.7087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V3",0,0.6825,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-226.1049,0,0,446.3773,0,38.2875,0,-80.7945,0,0,-263.1458,0,0,0,0,0,0,0,0,0
"V5",0,0,0,0.6179,1.1412,-0.1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V6",0,0,0,0,0,-0.7442,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6113
"V7",0,0,0,0,0,0,0.9902,0,0,-1.0243,0,0,0,0,0,0,0,0,0,0
"V8",0,0.1773,0,0,0,0,0,1.3565,0.8523,0,0,0,0,0,0,0,0,0,0,0
"V9",0,0,0,0,0,-0.2383,0,-0.8646,0.1637,0,0,0,0,0,0,0,0,0.0026,0,0
"V10",0,0,0,0,0,0.6122,0,0,0,-1.8375,0,0,0,0,0,-0.6604,0,0,0,0
