"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-1.6696,0,0,0,10.4896,0,-3.3047,0,-4.1551,0,0,0,0,13.3035,-2.3694,0.0195,0,0,0,0
"V2",0,0.7236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V3",0,0.6865,0.0641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-151.1911,0,0,298.7248,0,29.4448,0,-54.4953,0,0,-175.2275,0,0,0,0,0,0,0,0,0
"V5",0,0,0,0.6154,1.1413,-0.1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V6",0,0,0,0,0,-0.7468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6129
"V7",0,0,0,0,0,0,0.9909,0,0,-1.0822,0,0,0,0,0,0,0,0,0,0
"V8",0,0.1797,0,0,0,0,0,1.3558,0.8542,0,0,0,0,0,0,0,0,0,0,0
"V9",0,0,0,0,0,-0.2693,0,-0.8531,0.1687,0,0,0,0,0,0,0,0,-0.0036,0,0
"V10",0,0,0,0,0,0.623,0,0,0,-1.839,0,0,0,0,0,-0.6549,0,0,0,0
