"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-1.796,0,0,0,11.5786,0,-3.7291,0,-4.5513,0,0,0,0,14.3169,-2.6281,0.0287,0,0,0,0
"V2",0,0.7432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V3",0,0.7061,0.0505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-298.4068,0,0,591.4771,0,63.527,0,-109.695,0,0,-348.2166,0,0,0,0,0,0,0,0,0
"V5",0,0,0,0.6048,1.1412,-0.1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V6",0,0,0,0,0,-0.7463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611
"V7",0,0,0,0,0,0,0.9903,0,0,-1.1262,0,0,0,0,0,0,0,0,0,0
"V8",0,0.198,0,0,0,0,0,1.36,0.8604,0,0,0,0,0,0,0,0,0,0,0
"V9",0,0,0,0,0,-0.2893,0,-0.8506,0.1681,0,0,0,0,0,0,0,0,-0.0035,0,0
"V10",0,0,0,0,0,0.6239,0,0,0,-1.8287,0,0,0,0,0,-0.6418,0,0,0,0
