"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-1.6761,0,0,0,11.6222,0,-3.9074,0,-4.2689,0,0,0,0,13.7039,-2.691,0.0418,0,0,0,0
"V2",0,0.7181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V3",0,0.6903,0.0461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-310.5427,0,0,612.6222,0,61.3399,0,-110.6801,0,0,-360.763,0,0,0,0,0,0,0,0,0
"V5",0,0,0,0.5776,1.142,-0.1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V6",0,0,0,0,0,-0.7436,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6118
"V7",0,0,0,0,0,0,0.9938,0,0,-0.9563,0,0,0,0,0,0,0,0,0,0
"V8",0,0.1883,0,0,0,0,0,1.3589,0.8565,0,0,0,0,0,0,0,0,0,0,0
"V9",0,0,0,0,0,-0.2756,0,-0.8582,0.1655,0,0,0,0,0,0,0,0,9e-04,0,0
"V10",0,0,0,0,0,0.6269,0,0,0,-1.8349,0,0,0,0,0,-0.645,0,0,0,0
