"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-1.5744,0,0,0,9.7149,0,-2.4431,0,-3.9543,0,0,0,0,12.8481,-2.2391,0.0318,0,0,0,0
"V2",0,0.7314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V3",0,0.7082,0.0516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-183.3076,0,0,363.465,0,30.5362,0,-66.2673,0,0,-214.0373,0,0,0,0,0,0,0,0,0
"V5",0,0,0,0.6452,1.1413,-0.1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V6",0,0,0,0,0,-0.7444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6107
"V7",0,0,0,0,0,0,0.9883,0,0,-1.1926,0,0,0,0,0,0,0,0,0,0
"V8",0,0.1681,0,0,0,0,0,1.3585,0.8539,0,0,0,0,0,0,0,0,0,0,0
"V9",0,0,0,0,0,-0.2318,0,-0.8597,0.1676,0,0,0,0,0,0,0,0,-0.002,0,0
"V10",0,0,0,0,0,0.622,0,0,0,-1.8264,0,0,0,0,0,-0.6405,0,0,0,0
