"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-1.7316,0,0,0,10.4765,0,-2.9764,0,-4.2253,0,0,0,0,13.597,-2.3426,0.0345,0,0,0,0
"V2",0,0.7248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V3",0,0.7096,0.0283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-284.4185,0,0,562.213,0,58.3738,0,-101.591,0,0,-330.4882,0,0,0,0,0,0,0,0,0
"V5",0,0,0,0.6294,1.1413,-0.1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V6",0,0,0,0,0,-0.7472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6099
"V7",0,0,0,0,0,0,0.9879,0,0,-1.285,0,0,0,0,0,0,0,0,0,0
"V8",0,0.1786,0,0,0,0,0,1.3575,0.8579,0,0,0,0,0,0,0,0,0,0,0
"V9",0,0,0,0,0,-0.2862,0,-0.8587,0.1646,0,0,0,0,0,0,0,0,0.0018,0,0
"V10",0,0,0,0,0,0.6175,0,0,0,-1.845,0,0,0,0,0,-0.6615,0,0,0,0
