"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-1.649,0,0,0,10.8543,0,-3.3808,0,-4.151,0,0,0,0,13.3627,-2.4907,0.0313,0,0,0,0
"V2",0,0.7268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V3",0,0.7128,0.0292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-154.0319,0,0,303.7705,0,28.4337,0,-55.1982,0,0,-178.6362,0,0,0,0,0,0,0,0,0
"V5",0,0,0,0.6,1.1419,-0.1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V6",0,0,0,0,0,-0.7459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6124
"V7",0,0,0,0,0,0,0.9907,0,0,-1.0013,0,0,0,0,0,0,0,0,0,0
"V8",0,0.1809,0,0,0,0,0,1.3573,0.8521,0,0,0,0,0,0,0,0,0,0,0
"V9",0,0,0,0,0,-0.2578,0,-0.8597,0.1658,0,0,0,0,0,0,0,0,5e-04,0,0
"V10",0,0,0,0,0,0.6151,0,0,0,-1.8519,0,0,0,0,0,-0.6732,0,0,0,0
