"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-1.7644,0,0,0,11.331,0,-3.5013,0,-4.3959,0,0,0,0,13.9775,-2.5538,0.0188,0,0,0,0
"V2",0,0.7389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V3",0,0.7101,0.0303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-196.4373,0,0,388.894,0,38.4171,0,-71.6443,0,0,-228.915,0,0,0,0,0,0,0,0,0
"V5",0,0,0,0.601,1.1412,-0.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V6",0,0,0,0,0,-0.7463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6149
"V7",0,0,0,0,0,0,0.9897,0,0,-1.0692,0,0,0,0,0,0,0,0,0,0
"V8",0,0.1973,0,0,0,0,0,1.3575,0.8579,0,0,0,0,0,0,0,0,0,0,0
"V9",0,0,0,0,0,-0.2678,0,-0.8622,0.1624,0,0,0,0,0,0,0,0,0.0036,0,0
"V10",0,0,0,0,0,0.6117,0,0,0,-1.8593,0,0,0,0,0,-0.6869,0,0,0,0
