"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-1.4967,0,0,0,9.4107,0,-3.2614,0,-3.6495,0,0,0,0,11.726,-2.0036,0.019,0,0,0,0
"V2",0,0.7177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V3",0,0.7012,0.0252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-318.2791,0,0,630.9775,0,73.7325,0,-115.3897,0,0,-371.4673,0,0,0,0,0,0,0,0,0
"V5",0,0,0,0.5907,1.1412,-0.1376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V6",0,0,0,0,0,-0.7479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6119
"V7",0,0,0,0,0,0,0.9921,0,0,-1.1329,0,0,0,0,0,0,0,0,0,0
"V8",0,0.1932,0,0,0,0,0,1.3556,0.8606,0,0,0,0,0,0,0,0,0,0,0
"V9",0,0,0,0,0,-0.3171,0,-0.8521,0.1658,0,0,0,0,0,0,0,0,-3e-04,0,0
"V10",0,0,0,0,0,0.6163,0,0,0,-1.8547,0,0,0,0,0,-0.6748,0,0,0,0
