"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-1.6202,0,0,0,11.1976,0,-3.3126,0,-4.2519,0,0,0,0,13.6426,-2.6604,0.0611,0,0,0,0
"V2",0,0.7139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V3",0,0.688,0.0493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-284.8094,0,0,561.8466,0,52.8766,0,-102.0273,0,0,-331.4014,0,0,0,0,0,0,0,0,0
"V5",0,0,0,0.6008,1.1412,-0.1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V6",0,0,0,0,0,-0.7439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6122
"V7",0,0,0,0,0,0,0.9901,0,0,-1.0402,0,0,0,0,0,0,0,0,0,0
"V8",0,0.188,0,0,0,0,0,1.3584,0.8557,0,0,0,0,0,0,0,0,0,0,0
"V9",0,0,0,0,0,-0.2587,0,-0.8546,0.1687,0,0,0,0,0,0,0,0,-0.0025,0,0
"V10",0,0,0,0,0,0.6108,0,0,0,-1.8511,0,0,0,0,0,-0.6754,0,0,0,0
