"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-1.6619,0,0,0,11.8647,0,-4.0152,0,-4.4247,0,0,0,0,14.0043,-2.8294,0.0398,0,0,0,0
"V2",0,0.7195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V3",0,0.7014,0.0307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-259.1707,0,0,512.4514,0,49.4526,0,-94.2547,0,0,-301.9034,0,0,0,0,0,0,0,0,0
"V5",0,0,0,0.5847,1.1412,-0.1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V6",0,0,0,0,0,-0.7444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6124
"V7",0,0,0,0,0,0,0.9932,0,0,-0.9196,0,0,0,0,0,0,0,0,0,0
"V8",0,0.1925,0,0,0,0,0,1.3564,0.8564,0,0,0,0,0,0,0,0,0,0,0
"V9",0,0,0,0,0,-0.2629,0,-0.8553,0.1678,0,0,0,0,0,0,0,0,-0.0028,0,0
"V10",0,0,0,0,0,0.6171,0,0,0,-1.8368,0,0,0,0,0,-0.6569,0,0,0,0
