"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-1.5651,0,0,0,10.4835,0,-3.5501,0,-3.9094,0,0,0,0,12.6827,-2.3921,0.0233,0,0,0,0
"V2",0,0.7279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V3",0,0.7031,0.0446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-230.8,0,0,454.8911,0,42.1205,0,-82.7204,0,0,-268.5612,0,0,0,0,0,0,0,0,0
"V5",0,0,0,0.5872,1.1403,-0.1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V6",0,0,0,0,0,-0.7439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6127
"V7",0,0,0,0,0,0,0.9928,0,0,-0.9029,0,0,0,0,0,0,0,0,0,0
"V8",0,0.19,0,0,0,0,0,1.3563,0.8521,0,0,0,0,0,0,0,0,0,0,0
"V9",0,0,0,0,0,-0.2546,0,-0.8605,0.1647,0,0,0,0,0,0,0,0,0.0018,0,0
"V10",0,0,0,0,0,0.6199,0,0,0,-1.832,0,0,0,0,0,-0.6499,0,0,0,0
