"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",-1.9387,0,0,0,12.7644,0,-3.268,0,-5.0766,0,0,0,0,16.1044,-3.1197,0.0447,0,0,0,0
"V2",0,0.7305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V3",0,0.7145,0.0321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",-208.8983,0,0,412.9868,0,32.7688,0,-75.9064,0,0,-243.4452,0,0,0,0,0,0,0,0,0
"V5",0,0,0,0.6338,1.1414,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V6",0,0,0,0,0,-0.7428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6139
"V7",0,0,0,0,0,0,0.9896,0,0,-1.0699,0,0,0,0,0,0,0,0,0,0
"V8",0,0.1724,0,0,0,0,0,1.3591,0.8521,0,0,0,0,0,0,0,0,0,0,0
"V9",0,0,0,0,0,-0.2172,0,-0.8606,0.1671,0,0,0,0,0,0,0,0,-0.0024,0,0
"V10",0,0,0,0,0,0.62,0,0,0,-1.8252,0,0,0,0,0,-0.6449,0,0,0,0
