X1	X2	X3	X4	X5
-0.686993	-1.832610	-1.611558	-4.216064	-1.270024
-2.309076	-0.684212	-2.929318	-1.418502	-3.389006
-0.943196	-0.039172	-2.312782	0.849683	-1.626262
-0.025852	0.423909	-3.717754	-0.829311	-1.360594
-2.538846	-0.103068	-2.623236	0.215714	-2.574303
-2.081179	0.376397	-2.324731	-1.095444	-0.275990
1.409148	-0.746996	0.073660	-0.159885	3.643044
2.467033	-2.064048	-0.293668	-1.647611	4.455996
4.411976	2.780741	0.541385	-1.430624	6.606568
2.447075	2.922572	-1.073485	-0.326625	3.909556
-1.266171	6.183844	-1.611480	-1.147516	3.223961
-1.104261	1.236157	-0.815903	-0.388698	1.770780
-0.749399	-1.458988	-3.207756	-2.526473	-1.740187
-2.684884	-2.216193	-2.714842	-2.916542	-1.486241
-1.586117	-3.586156	-4.063863	-5.578307	-6.303383
-1.649199	-2.685578	-1.569322	-2.216569	-7.503015
-3.945332	-2.187160	-2.142920	-3.352230	-5.900538
-0.553515	-0.487400	-1.706861	-2.479991	-2.601552
-0.030051	0.972100	-1.214746	-1.991554	0.559141
1.179662	-1.307160	3.866821	1.992081	3.084340
2.636521	-1.864179	5.749639	2.030211	2.165944
6.527525	-0.841757	3.400706	2.701935	3.719553
4.566176	-2.897096	4.659818	1.772752	2.271264
6.387970	-0.266994	5.333674	7.312860	-0.259422
3.706509	1.118248	3.238072	4.276757	0.605993
4.489392	-0.234871	3.825909	4.177743	2.189408
3.948317	0.665450	3.234583	4.076817	0.225922
5.815584	-0.058789	1.323391	3.610575	4.651535
4.975393	-0.184288	2.298433	4.195218	4.450245
2.278344	-0.375949	-1.013395	3.395844	5.308851
1.026335	-0.312570	-0.745495	2.009651	6.741053
-0.349634	1.295247	-1.296068	-2.135261	3.506249
-1.747362	0.494004	0.808783	-2.268195	2.000339
-3.012051	-1.959001	0.338556	-4.018751	2.882121
-3.143900	-0.897868	0.070849	-3.276931	1.097596
-3.173711	2.126004	-0.011439	-3.348837	-1.971839
-0.907283	5.364914	-0.877212	-1.145769	-3.865683
2.144683	2.283462	-1.974270	-0.638928	-4.629238
2.795688	2.566248	0.271984	0.327983	-1.871704
3.354830	4.135672	-1.099051	0.037664	-0.464283
3.094510	-0.319568	0.613621	-0.548087	0.313726
2.615528	-2.278269	2.613601	-0.421371	1.190120
2.325283	-2.103734	3.366185	1.261611	3.291300
-0.258825	-2.649862	5.314472	2.574258	2.693865
-2.208995	0.431246	4.256660	0.425268	0.871114
-0.531128	-0.185709	3.693648	1.714640	-1.402153
-1.497624	0.695772	0.452733	1.138773	-2.634538
-3.099082	0.355289	-1.594486	-3.805234	-4.690641
-3.283104	0.454942	-1.605311	-5.300683	-3.518063
-2.140688	0.174931	-3.140443	-1.087074	-4.171704
-2.301234	-0.982746	-0.764685	-0.785309	0.023236
-2.314943	-1.133387	-1.972437	2.588311	-0.212846
-0.075314	-1.817393	-1.890801	4.786685	-2.408548
-2.166547	-1.857864	-1.215779	-0.789288	-4.251072
-0.186943	-1.491602	-0.956472	-2.233110	-1.863818
1.886700	-0.474704	0.314217	-1.429481	-2.007787
2.370682	-2.027673	4.213288	-1.633502	2.011520
4.124003	-1.399209	4.051640	1.860525	2.297104
4.921062	-1.612011	5.502770	2.396599	4.179764
2.142862	0.129421	5.660478	1.713719	2.483699
1.647201	0.721485	4.290761	-0.265116	2.796209
0.505280	-1.655418	1.234919	2.251094	-0.668707
-1.031800	-0.907189	-0.897049	-2.575453	-3.755248
-2.246739	-2.248927	-2.847646	-2.052958	-5.617316
-2.155236	-0.991333	-3.979572	-3.071923	-3.415311
-2.975991	-0.947708	-2.066928	2.455653	0.794068
-1.709204	2.808348	0.898884	4.098068	2.095418
-0.106874	2.036136	0.873563	6.711822	4.596042
-2.021200	3.253555	1.226008	4.693812	3.625437
-3.485882	5.558304	1.497517	4.729338	3.979504
-2.372119	4.911383	0.923491	4.288200	3.876343
-1.508610	1.595593	-0.096273	3.258896	1.967853
-1.356756	0.025032	0.242324	2.811426	-1.464466
0.470646	-1.603599	1.902282	2.880088	-6.348015
-1.943505	0.915098	0.179100	2.738481	-4.521592
-1.512608	-1.794375	-0.038224	1.747906	-4.064499
-1.498162	0.184781	-0.262890	-2.702240	-0.369035
-1.062966	0.223764	-1.485600	-2.378357	0.637798
-1.432119	-1.110024	0.316546	-2.264746	3.648803
-1.864922	-1.546684	1.517448	2.009392	2.212077
-0.425672	-0.752017	2.044503	3.345357	0.627821
-0.124268	-0.587523	0.421911	5.180848	-1.019864
-2.546011	-1.609702	1.612272	3.248163	-0.436579
-1.031399	-1.118655	-1.584616	-1.876198	-4.666925
0.009468	-1.276081	-2.518252	-3.132435	-1.915100
-1.467807	-1.508281	-3.724339	-4.691151	2.821895
-2.505425	3.149544	-0.551176	0.326956	5.666561
-1.615685	3.506195	-1.296964	2.878283	5.541196
-1.503784	7.158871	-0.175004	6.104030	3.133403
-1.863923	5.263471	-0.191796	4.124397	-1.944420
-2.288100	6.005596	-0.943541	2.473482	-6.685873
-1.069815	3.262045	-2.917040	-0.076514	-6.291754
-0.176565	1.066018	-2.370693	-4.150094	-5.527764
-1.623151	-4.546285	-2.973601	-4.845357	-1.446403
-1.874970	-3.887066	-2.503264	-4.477505	-0.957970
-0.951122	-4.039223	-1.653283	-5.425437	-0.818866
0.404494	-1.659558	-2.465157	-1.590456	-1.920489
-0.048721	0.485330	-2.804388	-3.130760	-2.128240
-2.173964	-0.351661	-1.970477	-2.643752	-1.122218
-0.895336	2.079570	-0.209422	-2.977331	1.574577
-2.192434	3.116622	-1.956025	-3.401099	4.151446
-1.782958	1.279296	-0.953186	-0.628055	3.844788
-1.988607	0.535890	0.867694	-0.127001	6.801905
-1.627078	-1.551596	1.939816	-0.227238	4.711396
-1.376472	-1.077162	0.573079	-2.436465	5.372263
-0.634185	-0.869207	-1.033918	-3.096384	-1.312995
-2.099718	-1.789034	-2.084474	-4.265296	-4.473977
-0.611869	-0.538341	-2.149689	-2.980000	-11.904183
0.290963	-1.212029	-1.412965	-2.643097	-7.237811
3.313481	-0.354299	-0.315100	-0.695188	0.076938
5.364784	-0.228251	2.875404	-0.000874	2.923165
4.243475	1.654115	-0.298052	-3.978455	1.044871
2.545055	0.521098	-1.208168	-1.251832	0.090656
0.190626	2.534899	-2.836845	-0.649805	-1.909079
-1.808712	-0.259483	-2.306683	-0.657475	-1.996934
-0.894757	-0.706749	-2.244181	-2.438343	-1.631008
-0.194907	-1.605598	0.928360	2.030192	-1.734699
0.161839	-3.036932	5.108840	3.514627	2.762291
1.932783	-0.896250	6.022559	6.792764	3.968365
2.790525	-3.329952	6.111218	7.092101	5.844323
2.193968	0.163960	3.495415	3.867938	3.234865
3.918113	-0.690213	1.310052	0.377174	-0.647308
0.476062	1.205729	-0.278472	-3.091692	-2.750795
0.168215	-2.096116	-2.095157	1.163241	-6.002095
-3.096225	-1.102147	-1.387802	-0.826629	-4.068207
-0.657357	0.924736	-1.362007	0.531398	-1.424031
0.008420	4.366632	-2.809973	-0.408678	-0.430566
-1.659191	3.041641	0.259700	-0.271758	0.241490
-1.270790	1.350262	-2.057886	0.138057	-0.805164
-0.805375	-0.957104	-0.902932	2.119767	-1.205727
-1.075244	-3.309559	-2.260039	0.374772	-2.527396
-1.701997	-3.468102	-0.126205	5.028771	0.319027
-0.470630	-2.050534	0.650070	-0.308337	-2.424555
-0.732443	-2.593054	-0.947414	0.403048	-2.235142
-3.180334	1.022136	-1.212158	-3.295175	-1.697632
-0.746201	-0.818264	-3.298061	-3.659906	-1.122326
-2.202743	-1.800953	-1.485122	-2.153845	-1.305522
0.024941	-0.926733	-1.305641	-4.051594	-2.153418
-0.797947	0.138997	-2.694019	-2.833652	-1.280415
0.216796	1.642037	-2.382754	-1.891421	-2.753511
