X1	X2	X3	X4	X5
-0.165199	-0.861066	-2.359863	-4.067756	2.010716
-0.595016	0.210440	-2.007403	-2.064072	-1.818425
-2.358489	-2.514528	-0.804985	-4.441673	-1.200278
-1.040517	-1.138073	-2.650409	-2.796759	-0.129141
0.504299	0.639104	-2.654677	-2.648933	-2.330314
-0.380440	0.262703	-1.996988	-3.057998	0.464504
-2.053135	-0.892178	-2.593543	-3.245157	-2.795686
-0.120185	0.155460	-3.503443	-2.703211	-2.336684
0.894810	-0.407284	-1.037588	-0.323564	-3.498588
-1.486450	-1.453212	-0.989579	-3.516617	-1.518198
-2.796965	-0.949424	2.274184	0.311126	-0.370012
-1.502036	-1.512523	4.615800	-1.114236	0.896869
-1.598562	-1.207709	2.537068	1.546395	1.175348
-1.240442	-1.281983	2.960389	3.673714	1.748825
-2.217378	-1.018847	3.556562	1.593221	2.747700
-2.019369	0.286098	3.618086	0.867513	1.915975
-1.653216	-0.495849	3.147860	1.201588	2.697751
-2.053917	-1.791590	0.173785	-1.833358	-0.232071
-1.357474	-0.020826	-0.154540	-0.303926	-1.160791
-1.560486	-0.732658	-2.807516	-3.868019	-2.025007
-0.416454	-1.355887	-3.063843	-3.271739	-0.460718
2.247023	-0.612514	-0.291922	-2.288588	0.312376
2.716445	-1.132542	1.170848	-2.399470	2.594678
2.740810	-1.042870	-0.801635	-1.165285	3.384687
2.488220	-4.011801	-1.386971	2.011763	6.468005
-0.334427	-1.092136	-0.105760	0.872773	4.356233
-1.040729	-1.095076	0.629997	2.539841	3.633572
-2.386988	-1.829422	0.717400	2.944366	2.557223
-0.995504	-1.815475	-0.125352	1.909046	0.962588
-2.993377	-1.557737	-1.589858	1.632977	-0.556034
0.365794	-1.348109	0.108481	4.447558	-0.386540
1.068607	0.699607	0.806863	2.801587	-3.343329
3.452662	-0.785789	1.166090	0.257161	-0.865201
4.898060	0.263801	2.248860	0.432978	-2.272755
4.627299	-0.002424	-0.422826	-3.674463	-0.295288
2.512580	-1.128365	-0.836070	-2.954967	-0.527901
2.804702	2.791575	-0.494171	-2.760733	-0.498191
0.125065	4.889997	-1.471430	-1.209565	-2.390559
-1.126231	4.420299	-0.298748	0.694934	-0.209302
-1.100287	4.353879	-0.375924	2.213864	-0.579820
-2.359204	5.066737	-0.763959	3.788422	-1.530411
-1.128482	3.804570	1.355647	5.416106	0.225725
-1.511520	4.176979	0.256293	2.222013	0.288990
-2.467620	4.333361	-0.677521	2.351842	-1.394115
0.945917	4.340815	0.103604	1.037891	-0.712690
3.094192	2.705840	3.447469	2.452257	0.377168
4.518704	1.543436	4.172873	-0.386162	1.366659
2.811053	-2.787501	1.715116	-1.607067	-0.950315
1.585137	-1.758370	-3.282103	-1.809661	0.350945
-1.121044	-3.138772	-3.760384	-2.389845	-1.409657
-2.956790	-3.319510	-2.720528	-3.720522	-3.746223
-2.832902	-3.467984	-2.590934	-2.688593	-0.866849
-0.979680	-1.338196	1.459297	-1.422961	-1.712836
-1.682726	-1.744946	3.885165	1.392773	1.478617
-2.318039	-0.853736	3.125069	0.512806	1.951313
-1.751122	-1.688868	5.044609	3.571037	3.952052
0.293727	-0.509241	2.432585	4.454764	2.498734
-2.051395	-1.885858	1.632996	3.211285	-0.197039
-2.330087	-0.856720	-0.590358	3.197098	-1.161866
-1.109951	-0.335027	-0.550677	1.035001	-0.514246
0.801213	2.847419	-1.311361	-1.245007	-2.476178
1.455904	2.696216	-1.143811	0.485472	-1.228061
-0.337979	2.664565	1.191273	1.351536	-2.182994
-0.074737	0.413763	-0.922010	2.946482	0.830324
-1.549870	-1.571291	0.806440	3.319611	0.835593
0.938519	-3.288797	1.966023	2.926218	0.108115
3.716032	-1.213757	2.738839	2.832304	-0.230710
3.810166	-1.444672	1.637287	4.771866	0.292320
2.679021	3.105858	0.865868	3.287503	1.373005
1.215295	3.037130	-0.903421	2.741212	-0.673654
-1.631312	2.974244	-0.769478	1.615493	0.295344
-0.080501	2.051099	-1.230304	0.451743	-0.712200
-2.307273	3.798893	-2.178599	-1.934939	-0.947285
-0.982430	3.144326	-0.670364	-1.389254	-2.068212
-3.713872	3.410297	-2.863899	-0.945404	-2.810278
-1.009500	1.196404	-2.049004	-0.733692	0.577817
-2.221716	1.317947	-2.925280	-2.227517	-3.393727
-1.935921	-0.335476	-2.468127	-1.741583	-1.515808
-0.332015	0.999735	-3.372245	0.277411	-1.340827
-1.622701	2.723178	-0.118835	-0.862839	-0.162682
2.596321	2.348853	1.444503	0.398067	1.875327
