"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0106,0,0,0,0,0,0,0,0.0099,0,0,0,0,0,0,0.01,0,0.0105,0,0
"X2",0,0.0133,0.0137,0,0.0157,0,0,0.0151,0,0.0148,0,0,0,0,0.0155,0,0,0.0148,0,0.0148
"X3",0,0,0.0112,0,0,0,0.0112,0,0.0088,0,0,0.0096,0,0,0,0,0,0,0,0.0097
"X4",0,0,0.0111,0.011,0,0,0,0,0,0,0.011,0.0101,0,0,0.0109,0,0.0114,0,0,0
"X5",0,0,0,0.0119,0.0117,0,0.0148,0,0,0.0134,0,0,0,0,0,0.0137,0.0145,0,0,0.0147
"X6",0,0,0,0.0135,0,0.0137,0,0,0,0.0124,0,0,0,0.0131,0,0,0,0,0.0105,0
"X7",0,0,0,0,0,0.0106,0.0109,0,0,0,0,0,0.0096,0,0,0,0,0,0,0.0109
"X8",0,0,0,0,0,0.0163,0,0.0129,0.013,0.0151,0,0,0,0,0,0.0163,0,0,0,0.015
"X9",0.0104,0.0114,0,0,0,0,0,0,0.0099,0,0,0.0115,0,0.0094,0,0,0,0.0105,0,0.0095
"X10",0,0,0,0,0,0,0.0111,0,0,0.0116,0,0,0,0,0,0.011,0,0,0,0
