"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.6526,0,0,0,0,0,0,0,-0.0736,0,0,0,0,0,0,0.1049,0,0.1609,0,0
"X2",0,0.4683,0.19,0,-9e-04,0,0,-0.0378,0,-0.1048,0,0,0,0,0.1137,0,0,0.2825,0,0.1192
"X3",0,0,0.4709,0,0,0,-0.0079,0,-0.0856,0,0,0.4145,0,0,0,0,0,0,0,0.0908
"X4",0,0,-0.0611,0.4826,0,0,0,0,0,0,0.0941,0.1294,0,0,0.3115,0,0.0974,0,0,0
"X5",0,0,0,0.0593,0.6743,0,-0.0882,0,0,-0.121,0,0,0,0,0,0.0931,0.135,0,0,0.099
"X6",0,0,0,-0.0995,0,0.495,0,0,0,0.1717,0,0,0,0.208,0,0,0,0,0.1469,0
"X7",0,0,0,0,0,-0.0544,0.5987,0,0,0,0,0,0.1951,0,0,0,0,0,0,0.1842
"X8",0,0,0,0,0,-0.0843,0,0.6925,0.0087,-0.1165,0,0,0,0,0,0.2525,0,0,0,0.0767
"X9",-0.0442,-0.053,0,0,0,0,0,0,0.4883,0,0,0.0739,0,0.1129,0,0,0,0.3471,0,0.067
"X10",0,0,0,0,0,0,0.0559,0,0,0.434,0,0,0,0,0,0.4324,0,0,0,0
