"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.6636,0,0,0,0,0,0,0,-0.0758,0,0,0,0,0,0,0.1113,0,0.1755,0,0
"X2",0,0.5462,0.1258,0,-0.1064,0,0,-0.1055,0,-0.0824,0,0,0,0,0.1624,0,0,0.2767,0,0.1315
"X3",0,0,0.428,0,0,0,0.0611,0,-0.0566,0,0,0.4567,0,0,0,0,0,0,0,0.069
"X4",0,0,-0.074,0.4753,0,0,0,0,0,0,0.0661,0.1786,0,0,0.272,0,0.1433,0,0,0
"X5",0,0,0,0.0787,0.6528,0,-0.0558,0,0,-0.102,0,0,0,0,0,0.1157,0.1073,0,0,0.1115
"X6",0,0,0,-0.0772,0,0.4858,0,0,0,0.1929,0,0,0,0.1585,0,0,0,0,0.1717,0
"X7",0,0,0,0,0,-0.0735,0.6019,0,0,0,0,0,0.1744,0,0,0,0,0,0,0.1914
"X8",0,0,0,0,0,-0.0855,0,0.6023,0.1753,-0.1038,0,0,0,0,0,0.1631,0,0,0,0.0885
"X9",-0.0559,-0.1134,0,0,0,0,0,0,0.4929,0,0,0.1647,0,0.1157,0,0,0,0.3279,0,0.0361
"X10",0,0,0,0,0,0,0.06,0,0,0.4415,0,0,0,0,0,0.4094,0,0,0,0
