"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.6566,0,0,0,0,0,0,0,-0.0988,0,0,0,0,0,0,0.1284,0,0.1585,0,0
"X2",0,0.5311,0.1314,0,-0.0744,0,0,-0.1185,0,-0.0765,0,0,0,0,0.1547,0,0,0.3155,0,0.0937
"X3",0,0,0.4638,0,0,0,0.0514,0,-0.0654,0,0,0.4416,0,0,0,0,0,0,0,0.0394
"X4",0,0,-0.0431,0.5174,0,0,0,0,0,0,0.0746,0.1438,0,0,0.2688,0,0.1072,0,0,0
"X5",0,0,0,0.0637,0.6358,0,-0.0515,0,0,-0.0889,0,0,0,0,0,0.1626,0.1202,0,0,0.0456
"X6",0,0,0,-0.1395,0,0.549,0,0,0,0.1105,0,0,0,0.1846,0,0,0,0,0.1735,0
"X7",0,0,0,0,0,-0.0525,0.6157,0,0,0,0,0,0.1736,0,0,0,0,0,0,0.1493
"X8",0,0,0,0,0,-0.0024,0,0.6176,0.1212,-0.1047,0,0,0,0,0,0.1934,0,0,0,0.0157
"X9",-0.0444,-0.0651,0,0,0,0,0,0,0.4583,0,0,0.1303,0,0.1212,0,0,0,0.3499,0,0.0355
"X10",0,0,0,0,0,0,0.0638,0,0,0.4553,0,0,0,0,0,0.4164,0,0,0,0
