"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.6536,0,0,0,0,0,0,0,-0.084,0,0,0,0,0,0,0.1255,0,0.1596,0,0
"X2",0,0.5518,0.0938,0,-0.0646,0,0,-0.1035,0,-0.0692,0,0,0,0,0.1332,0,0,0.2901,0,0.1351
"X3",0,0,0.4366,0,0,0,0.0855,0,-0.0497,0,0,0.4378,0,0,0,0,0,0,0,0.0624
"X4",0,0,-0.0994,0.5491,0,0,0,0,0,0,0.0466,0.1749,0,0,0.2253,0,0.1247,0,0,0
"X5",0,0,0,0.1139,0.6197,0,-0.0455,0,0,-0.1103,0,0,0,0,0,0.1261,0.1184,0,0,0.0859
"X6",0,0,0,-0.0708,0,0.4637,0,0,0,0.1994,0,0,0,0.1599,0,0,0,0,0.2029,0
"X7",0,0,0,0,0,-0.0981,0.5817,0,0,0,0,0,0.168,0,0,0,0,0,0,0.2331
"X8",0,0,0,0,0,-0.0679,0,0.6132,0.1542,-0.0808,0,0,0,0,0,0.1461,0,0,0,0.0823
"X9",-0.048,-0.0688,0,0,0,0,0,0,0.4903,0,0,0.1345,0,0.1174,0,0,0,0.2958,0,0.0428
"X10",0,0,0,0,0,0,0.0743,0,0,0.4552,0,0,0,0,0,0.3773,0,0,0,0
