"file","lhs","op","rhs","beta","se","z","pval","level"
"data1","V1","~","V1lag",2.34687790468502,0.00172908894915868,1357.29159903945,0,"group"
"data1","V2","~","V2lag",1.39008465162771,0.00393844713154185,352.952472179945,0,"group"
"data1","V3","~","V3lag",0.0595897025954173,0.00445153285606782,13.3863333198117,0,"group"
"data1","V4","~","V4lag",0.983670568028679,0.000396120700465063,2483.25969047769,0,"group"
"data1","V5","~","V5lag",0.985885707571005,0.000349074210749918,2824.28686282215,0,"group"
"data1","V2","~","V1",0.667197413594001,0.00128879220908327,517.691997896687,0,"group"
"data1","V3","~","V2",-0.940067094997569,0.00442000122038348,-212.684804398314,0,"group"
"data1","V1","~","V2lag",-1.36491266361739,0.00167821716401426,-813.311109482725,0,"group"
"data1","V2","~","V3lag",1.05981861150559,0.00322963607742482,328.154190162084,0,"group"
"data1","V1","~","V5lag",0.0184444363693717,0,NA,NA,"group"
"data10",NA,NA,NA,NA,NA,NA,NA,NA
"data11",NA,NA,NA,NA,NA,NA,NA,NA
"data12",NA,NA,NA,NA,NA,NA,NA,NA
"data13","V1","~","V1lag",2.34784803822798,0.00228870479700507,1025.84135852745,0,"group"
"data13","V2","~","V2lag",1.38160062597175,0.00399947832050549,345.445209413494,0,"group"
"data13","V3","~","V3lag",0.0599512356391049,0.00446642015515631,13.4226592117389,0,"group"
"data13","V4","~","V4lag",0.986109497680196,0.000345406269086182,2854.92646178391,0,"group"
"data13","V5","~","V5lag",0.988372792437343,0.000280093857603878,3528.71998298208,0,"group"
"data13","V2","~","V1",0.672026760580734,0.00122838433087817,547.081840502069,0,"group"
"data13","V3","~","V2",-0.939673374496069,0.00443203988546224,-212.01825768273,0,"group"
"data13","V1","~","V2lag",-1.3660439622108,0.00221040997137639,-618.004795445339,0,"group"
"data13","V2","~","V3lag",1.05640941678885,0.00339940648867181,310.762899438249,0,"group"
"data13","V1","~","V5lag",0.0183055279562113,0.000131863897088974,138.821378408526,0,"group"
"data14","V1","~","V1lag",2.34874174636483,0.00171132991721547,1372.46577806955,0,"group"
"data14","V2","~","V2lag",0.309067067137945,0.00357022485640686,86.5679556802468,0,"group"
"data14","V3","~","V3lag",0.0606044440937377,0.00442907924182067,13.6833054422447,0,"group"
"data14","V4","~","V4lag",0.983760120278631,0.000375188209479898,2622.04433780678,0,"group"
"data14","V5","~","V5lag",0.986664279770028,0.000320181125835586,3081.58164287511,0,"group"
"data14","V2","~","V1",0.00178605666503858,0.00210890340342989,0.84691250539677,0.39704389159226,"group"
"data14","V3","~","V2",-0.939084587248889,0.00439942108165987,-213.456400244047,0,"group"
"data14","V1","~","V2lag",-1.36662272600859,0.00165139816034166,-827.554952420344,0,"group"
"data14","V2","~","V3lag",1.01043069991166,0.00186749442463092,541.06223107539,0,"group"
"data14","V1","~","V5lag",0.0185636881607087,0.000122521485242396,151.513737561884,0,"group"
"data14","V2","~","V1lag",1.69588661839607,0.00554650163051456,305.757886929304,0,"ind"
"data15","V1","~","V1lag",2.34832191655907,0.00154711265092442,1517.87390217249,0,"group"
"data15","V2","~","V2lag",1.39439870330231,0.0039454452063047,353.419862750621,0,"group"
"data15","V3","~","V3lag",0.0597282344617249,0.00444569983571827,13.4350578466517,0,"group"
"data15","V4","~","V4lag",0.985269339908174,0.000338847151701751,2907.71026098338,0,"group"
"data15","V5","~","V5lag",0.987797888832707,0.00028833413179329,3425.87914475859,0,"group"
"data15","V2","~","V1",0.664349935608048,0.00130859657548552,507.681242679058,0,"group"
"data15","V3","~","V2",-0.940017025773294,0.00442217566614439,-212.568901993185,0,"group"
"data15","V1","~","V2lag",-1.36598330320618,0.00149630825005792,-912.902340245271,0,"group"
"data15","V2","~","V3lag",1.06063216362488,0.00316465153717759,335.149747504527,0,"group"
"data15","V1","~","V5lag",0.018120502783261,0,NA,NA,"group"
"data16","V1","~","V1lag",2.34775929695207,0.00206427645073526,1137.32794661095,0,"group"
"data16","V2","~","V2lag",0.306188160792352,0.00359609813178522,85.1445510026585,0,"group"
"data16","V3","~","V3lag",0.0594179313992484,0.00446294791898609,13.3136062705269,0,"group"
"data16","V4","~","V4lag",0.978806514584649,0.000498648503003233,1962.91878685998,0,"group"
"data16","V5","~","V5lag",0.982734513669796,0.000424781212946801,2313.5074803623,0,"group"
"data16","V2","~","V1",0.00023006457762341,0.00217356985499842,0.10584641533114,0.915704209499266,"group"
"data16","V3","~","V2",-0.940075000750907,0.00441675816774507,-212.842760469916,0,"group"
"data16","V1","~","V2lag",-1.36654956024563,0.00200366813667208,-682.023901680323,0,"group"
"data16","V2","~","V3lag",1.01050999470256,0.00226807695839562,445.536025998593,0,"group"
"data16","V1","~","V5lag",0.0191854731361028,0.000135503834174705,141.586201253663,0,"group"
"data16","V2","~","V1lag",1.6983863793372,0.00574456273488029,295.651115275459,0,"ind"
"data17","V1","~","V1lag",2.34741466362234,0.00195278204246199,1202.08738741924,0,"group"
"data17","V2","~","V2lag",0.310537172574708,0.00393538681969261,78.9089324131454,0,"group"
"data17","V3","~","V3lag",-1.80385480648279,0.00948077445354244,-190.26449952185,0,"group"
"data17","V4","~","V4lag",0.980071638405925,0.000499600124568661,1961.71215780238,0,"group"
"data17","V5","~","V5lag",0.9826606477871,0.00044317903928563,2217.29946743662,0,"group"
"data17","V2","~","V1",0.00393651555166597,0.00239741587232782,1.64198276865654,0.100593575172996,"group"
"data17","V3","~","V2",-0.141890440396003,0.003959148637479,-35.8386242569443,0,"group"
"data17","V1","~","V2lag",-1.36600681573805,0.00190097515891271,-718.582149447635,0,"group"
"data17","V2","~","V3lag",1.00986737266038,0.00216477473016113,466.499982002842,0,"group"
"data17","V1","~","V5lag",0.0188365077668259,0.000129979928122637,144.918588884381,0,"group"
"data17","V2","~","V1lag",1.69031699447626,0.00627861165604762,269.218274210053,0,"ind"
