X1	X2	X3	X4	X5	X6
-1.809249	-1.986396	-4.490647	-4.102835	-1.133673	-3.937151
0.722569	-3.384598	-3.503942	-2.824732	-4.161481	-2.777737
-0.955749	-1.476048	-0.592166	-2.540046	-1.697918	-1.061102
-0.604002	-2.134445	-1.571118	-2.409978	0.196714	-3.578146
1.147408	0.687207	0.495602	-1.920830	0.653214	-1.104770
-0.858416	-0.820491	-0.410604	-0.066102	-0.297119	-0.090076
0.619323	0.092860	3.057965	-0.065495	-1.554786	-1.654462
-0.886573	-2.157642	1.603108	-0.547610	-2.959088	-2.745932
-0.317804	-2.223797	2.806128	-0.230949	0.341575	0.320915
1.690229	-2.605707	2.993824	2.634889	-0.163699	-0.850322
-0.476273	-1.662973	4.755897	4.398202	3.074289	1.744055
-0.553410	0.282105	2.865750	5.848689	2.040338	3.407147
-0.894182	0.842125	3.384281	5.050750	1.339047	3.416852
-0.017988	2.148387	3.598892	4.923083	1.228715	2.333070
0.645970	-0.197511	2.620784	3.614387	1.157242	1.808799
2.576994	1.191330	4.425458	2.812063	0.434826	1.977239
5.313483	0.181309	2.311014	1.369908	2.748965	0.772790
3.888439	1.303226	3.672253	-0.445878	1.024760	-0.543550
2.247760	0.224779	0.253176	0.013805	0.658210	0.664420
-0.228153	1.789667	-2.452316	-2.324946	0.848112	0.464797
-4.279499	-0.279010	-1.434222	-3.095029	0.910867	-0.164418
-2.372979	-1.801454	-4.934742	-3.737747	-1.623027	-0.292327
-2.436492	-0.997466	-3.744375	-0.597600	-1.096471	4.791171
-0.219538	-5.585146	-3.469320	-3.761188	-1.444466	1.394175
-0.582417	-0.994796	-4.181177	-2.799113	-3.961612	2.425483
1.246671	-0.286816	-3.619143	-3.204975	-2.040411	1.054595
-1.927272	-3.047108	-1.890220	-1.928375	-3.013464	0.368411
0.073652	-1.911773	-1.309605	0.271386	-3.022072	-2.981270
0.643245	-0.848911	-2.069199	1.869408	-2.287435	0.258752
1.090606	-1.535924	-1.898700	2.354689	0.241246	3.477875
-1.525665	1.022488	1.335492	3.079530	1.935668	0.775700
0.845834	1.712223	0.234078	3.368330	1.523233	0.218325
0.254503	6.351481	2.243859	1.525487	2.006538	0.853251
-0.431059	3.923661	1.989536	2.163202	1.141382	0.905876
-0.732251	3.167061	1.463308	1.706074	-0.691335	0.423800
-0.683272	3.160281	-2.613022	-0.124899	0.207786	1.194423
-1.397423	-3.946480	-0.569855	-1.307416	-1.027956	1.401845
-1.522802	-3.219223	-3.212089	-2.605178	-1.473062	-0.208936
0.387289	-4.381749	-3.932224	-4.916885	-1.838334	-3.136220
-1.254547	-2.842560	-4.239159	-4.141839	-1.134171	-4.494207
1.011589	-3.160655	-4.030994	-2.313840	-2.635775	-2.403498
-1.990803	-1.640336	-3.311828	-0.948988	-2.732447	-1.141793
-0.928522	-1.827803	-0.629260	3.682317	-1.722588	-1.487593
-0.877068	1.122341	-0.416189	2.726573	-0.804798	0.356903
