X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67
-0.352942	-2.049152	-0.950805	-0.596024	-2.541775	-2.195380	-1.443657	-2.174982	-1.845856	-0.739803	-1.644164	-3.670810	-0.090147	-0.435668	-1.167591	-2.474141	-1.610025	-1.972680	-0.934932	-0.564371	-0.574327	0.505074	-2.456183	-1.131785	0.011715	-0.300309	1.450068	0.933821	-0.948016	-0.492332	-4.075082	-1.118997	-2.135584	-2.446234	0.209090	-3.106513	-1.664640	-1.460233	-2.821610	-1.311058	-4.947834	-2.772587	-3.263248	-0.169254	-2.212225	-2.527191	-0.078491	-3.329516	-0.098603	-2.115619	-4.019801	-1.375837	-2.549599	-1.664925	-1.897669	-2.335076	-2.412952	1.039059	-0.777112	-3.640634	-2.140325	-1.417383	-1.940668	-0.375210	0.317689	-1.573503	-1.266209
-3.920437	-0.727172	-1.507525	-0.233142	-1.190168	-0.518432	-1.398382	-2.365546	-2.247543	-0.302400	-1.597580	-1.742355	0.609482	-0.047023	-2.920235	-1.540047	-0.726614	-1.459742	-0.258462	-2.423548	-0.714835	-1.142365	-0.779741	-0.454645	-0.264891	-0.771643	-0.945249	-0.359136	-0.085004	-0.794336	-1.168334	-2.862276	-1.274541	-2.642261	-0.723766	-1.694325	-3.031037	-1.360212	-1.475000	-0.490237	-1.928491	-0.298396	-1.497362	-0.740005	-1.861944	-2.771128	-0.191949	-0.465829	-1.753133	0.407428	-2.217363	-1.699231	-1.854802	1.366035	0.010384	-1.503794	-2.119038	-0.303159	-1.898412	-1.372528	-1.763352	0.480495	-3.190403	-1.397997	-1.071677	-2.341437	-0.493108
-2.235815	-1.489469	-0.620722	-1.135528	-3.649238	-2.579780	-2.310263	-1.825842	-0.447859	-2.653289	0.003819	-2.138179	-0.164049	-0.809266	0.690199	-0.593450	-0.884379	-3.041571	-1.182098	-1.387587	0.398961	-2.225540	0.325396	-2.028229	1.461792	-1.965787	-1.114891	0.350109	-1.419835	-2.514462	-3.326771	-1.771628	-1.684645	-0.130479	-1.603609	-2.739120	-1.003035	-0.480577	-0.485630	-0.508451	-1.487640	-1.831485	-2.987158	-0.566946	-0.844778	-2.704832	-0.859102	-1.993853	0.574538	0.302323	-2.997187	0.646724	-1.607718	-0.385412	-1.946426	-1.073204	-2.255133	-0.301382	-1.844086	-1.018004	-2.327854	-1.802079	0.757212	-2.336865	-0.894980	-1.030159	-0.335957
-0.535876	-0.519043	0.850105	0.794219	-2.432084	-2.257027	-2.632002	-0.110772	-2.063405	0.324927	-0.743366	-2.158483	-1.840141	-1.049295	1.565212	-1.171148	-1.207921	-2.141765	-0.098138	-0.354091	0.291163	0.312049	3.185529	-0.416537	-1.115035	1.281759	-0.270958	-0.948343	-2.600411	-1.675409	-3.045493	-1.281452	1.190204	-1.167087	3.490062	-2.105300	-0.403636	-1.254728	-0.151503	-0.708002	-2.465382	-2.504457	-2.096335	-0.176178	-1.706526	0.168296	2.289549	-3.711289	-0.360693	-1.763036	0.252027	-0.456574	2.885755	0.128931	-0.805399	-0.947907	-1.483140	-0.990708	-1.742734	-1.011463	0.145470	0.218198	1.579677	-2.168512	2.566479	-0.544670	-1.851353
1.693981	-1.000595	-1.285644	-0.184398	-1.086809	-2.272973	-2.017798	2.657266	-0.780979	-0.409851	-0.684635	0.294231	0.079408	1.158491	3.764103	-1.389643	-1.708143	1.178673	-0.794483	-0.447257	-0.733932	0.334702	3.784561	-1.023369	-2.393373	-2.413505	-0.046951	-3.146392	-0.440734	-1.003579	-2.603102	2.134052	-0.727396	0.852312	2.976246	-0.293967	-1.030339	0.028035	-1.710321	0.613311	-0.988020	-1.765111	-1.528493	-1.253502	3.089313	0.464055	-1.370293	-0.928337	-0.702926	-0.783748	-0.698323	-0.167727	1.917317	-0.352034	-0.266436	2.201498	-1.427560	1.410264	-0.895955	-1.886405	-0.499482	-0.548975	2.474390	-2.177841	0.364198	-1.898368	-0.851097
3.534957	-1.598524	-2.324067	0.125321	0.561489	-0.236220	0.126749	5.023472	1.009220	0.254175	0.478612	3.248760	-0.677201	2.805093	3.796675	0.071767	-1.318445	-0.560857	-0.573431	0.153112	-2.257022	-0.318780	6.644892	-0.840324	-1.435522	-2.074780	-0.648171	0.587362	0.016893	1.367630	1.604602	3.168685	-0.598744	2.570220	1.864042	1.164678	-0.055845	-0.735687	-1.561285	2.542589	0.541147	-1.392948	-0.822333	-1.407019	3.856939	0.073645	0.449470	-0.359599	0.316039	1.349585	-1.207437	-1.673835	4.636266	-2.296710	-0.834340	2.057811	-1.200993	-0.557766	2.075251	-2.128730	-1.505511	-1.153497	4.287250	1.130651	0.622176	1.607844	0.131214
5.389953	0.949570	-0.191366	-0.336322	1.571807	0.260230	1.029838	3.902544	2.111592	-1.147797	-0.504125	0.863303	-0.921166	4.753611	3.641728	0.354083	-0.606729	-0.505956	-1.446183	0.116118	-1.744908	-1.105897	6.461723	0.900898	1.225917	-1.151167	-1.097520	-0.478780	-0.165629	1.323316	0.615119	3.188847	-1.555341	3.137235	2.099052	2.199734	0.372847	-1.604694	0.337301	4.740632	0.526915	-1.827569	2.994647	-0.352731	4.214655	-0.932335	-3.265161	-0.238576	-1.282099	-2.371736	-1.763616	-1.759102	4.391704	-2.642496	-0.547612	4.593333	-0.561242	2.807604	4.216785	-1.559839	-2.057516	-2.302967	2.861455	0.419363	-0.982486	-1.590132	-0.462820
5.962969	-1.551313	4.502162	-0.877525	1.355846	-1.179724	2.730270	3.925483	3.287538	1.179632	0.507854	0.685759	0.248913	3.740148	5.592462	-0.171197	-3.056199	1.334975	-0.997639	-0.446341	-0.793290	-0.277448	5.099957	-0.492504	-0.488655	0.754733	-2.194297	-2.408517	-1.107305	1.438279	2.166048	4.149940	-3.545188	3.613457	0.614674	5.956997	0.800035	-0.432786	-1.852062	4.572840	2.112585	-0.600773	1.561647	-1.807937	6.445962	0.686015	0.221316	-1.434668	-1.839442	0.964987	-1.632261	-0.487428	1.253731	-2.190793	-0.209753	2.585465	2.176593	1.807375	4.241047	-0.253832	0.274302	0.658016	-0.240997	0.955595	-2.518291	-0.608297	-1.331798
3.729007	-1.280072	4.695915	-1.538687	2.002205	-1.581283	1.375743	2.914089	3.316058	-3.681239	-2.309651	-0.679376	-1.284562	2.662005	2.903079	0.537330	-1.265655	1.422036	-1.569697	-0.406064	0.329432	-1.631933	2.635394	-0.681228	-2.098739	0.942920	-0.543404	-0.264848	-2.804035	0.068820	3.831389	0.687463	-1.814784	2.090586	-1.613592	2.616368	1.275019	-0.251362	-1.114578	3.378113	0.106654	-3.419562	4.583265	-0.920341	3.609460	-2.555907	0.371000	0.288624	-0.862789	-0.176646	0.728328	-0.970416	1.784746	-1.749903	3.433836	2.777006	2.627909	2.714747	3.166838	0.093891	-2.113959	-0.511948	-0.228905	-1.205853	-1.655438	-0.982151	-1.113617
4.421668	-0.020008	3.408196	-1.707407	3.767983	-2.723349	-1.592442	-0.510838	4.447353	-0.899212	0.271360	-1.151002	2.876909	1.384183	2.133979	3.802763	-1.377599	0.369724	-0.991458	0.632548	0.592557	-0.037652	-0.361664	-0.969475	-2.837035	-0.485308	0.014957	0.239226	0.461680	-2.479762	4.598741	1.339418	-1.247630	1.351122	-3.231246	2.109945	2.371500	-1.308221	-1.138749	-0.320547	1.086121	-0.142736	3.644204	-0.034142	5.219751	0.143798	-0.308808	1.269299	-0.604343	0.578964	1.004150	-2.365367	-0.626950	0.494476	3.184053	0.819058	3.968907	2.805323	0.985659	0.696729	-1.581998	-0.922058	-3.910373	0.008019	-1.224330	-0.721795	0.420623
