X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24	X25	X26	X27	X28	X29	X30	X31	X32	X33	X34	X35	X36	X37	X38	X39	X40	X41	X42	X43	X44	X45	X46	X47	X48	X49	X50	X51	X52	X53	X54	X55	X56	X57	X58	X59	X60	X61	X62	X63	X64	X65	X66	X67
-0.327532	-2.770690	0.156373	-1.054241	-2.549939	-2.444047	-1.121346	0.870342	-4.177480	-0.228940	-1.492769	-0.792474	-1.800417	-2.035522	-1.808478	-1.492316	-0.770000	-3.105328	-0.663456	0.261647	-2.271446	-0.770447	-1.483842	-0.854843	-1.556129	-0.935963	-0.342875	-2.007686	-2.479671	-1.814638	-2.612727	-1.277143	-1.300858	-2.543272	-1.286362	-0.782226	-2.138845	-2.259793	-0.854384	-2.383923	-3.115394	-1.826498	-2.215184	-0.727024	-2.136046	-2.200574	-0.451646	-2.092795	-0.949309	-3.302253	-1.911894	-0.219248	-2.974409	-3.281461	-2.817681	0.035001	-1.052054	-1.982223	-1.211009	0.426686	-2.580825	-0.582351	-0.529584	-4.670057	-2.900660	-1.899927	-0.376831
-1.064591	-1.419803	-1.197470	0.740565	-1.320497	0.339961	-2.115238	-2.830850	-2.972769	1.893809	0.526811	1.153660	-1.231760	-2.003277	-1.936393	-2.613796	0.701666	-3.195946	-0.412045	-0.573101	-1.384114	-0.629100	-0.788865	-0.631770	-0.747487	-0.958792	-0.806407	0.270143	-1.989321	1.056727	-0.654282	-3.008369	-1.912720	-1.706716	-0.244254	-2.285823	-2.499874	-0.085822	-3.548960	-0.263378	-4.046235	-2.684943	1.821253	-1.290702	-1.129749	-2.381771	-2.395031	-0.370863	0.549649	-2.075670	-2.657615	-1.424070	-2.150964	-2.180008	-2.748804	-2.282507	-0.533556	-4.164026	-0.582739	-0.960455	-0.233403	-1.939661	-1.049871	-1.965870	-1.946688	-0.816774	1.575512
-0.494719	-1.676603	-0.766455	0.450262	0.662891	-1.846498	-1.671529	0.967177	-0.449074	-0.232840	-0.993381	-1.608854	-2.206069	-2.495679	-1.833654	-2.094623	2.004050	-2.526134	-0.512265	-2.172198	-1.898527	-0.028060	-1.836920	-3.071994	-1.629639	0.772936	-0.371282	0.505589	-0.419380	1.021209	-2.115519	-2.819427	-1.261683	-0.862233	2.320131	-1.617116	0.135370	4.584931	-3.320268	1.138134	-3.641068	-1.907915	2.038041	-1.587553	-0.133790	-2.978903	-1.053201	-1.333818	0.710094	-2.721046	-1.147534	-0.474256	-0.294492	-2.001592	-4.432741	-1.956564	-1.415862	-2.546499	-0.783390	-0.420229	-1.652361	-3.065385	-1.470929	-3.263417	-2.619291	-2.039519	3.199500
-0.563317	-1.991992	0.708119	-0.092648	0.300922	-1.955925	-1.658620	-1.104479	1.834808	0.273112	0.258156	-0.007217	0.067457	0.043972	-0.536064	-0.231795	2.765953	-1.610291	-0.872717	0.313955	-2.796685	-0.843229	-2.133806	-1.486114	-0.931787	0.410522	-1.813000	0.468255	1.733851	1.747809	-2.083340	-0.508119	-0.648647	-3.449324	2.569393	-0.134407	0.251188	4.937969	-0.554610	-0.776591	-0.953992	-1.937515	0.001278	-1.427476	-1.173868	0.168332	0.006143	-0.095861	2.613927	-3.223082	-1.239051	-2.660504	1.810903	-0.605415	-3.067592	-0.491471	-0.017472	-1.125943	1.716639	-0.250137	-0.347001	-0.117324	-1.891460	-0.636697	-4.573871	-1.463263	1.751337
-0.542986	-2.834272	-1.390347	-1.569466	-0.208502	-0.780519	-1.181210	-1.325318	2.283274	1.294764	-0.474379	2.610571	-1.083986	-3.087426	0.024377	0.836787	1.829476	-0.306218	-2.522403	-1.268644	-1.679589	0.044494	0.093476	-0.408930	-1.662634	0.206764	0.056238	-0.661759	-1.034426	1.192627	-1.927545	1.106855	-1.367613	-0.477690	4.592035	2.857104	-1.231322	4.649591	-2.872691	-1.350252	-1.960508	-1.387844	2.381964	0.136726	-1.034882	1.379233	-0.763998	-0.284190	0.091747	-1.784980	1.107535	-0.309016	1.150422	0.991524	-1.552058	0.891771	1.761616	-0.710559	4.472649	0.299124	-1.592022	3.045323	0.059737	-2.383514	-4.070030	-1.446504	3.988826
-0.333024	-2.131143	0.202949	0.220710	0.671017	-2.006382	-1.770301	-0.344040	1.040327	0.322817	-2.527384	3.447910	-1.795298	-2.144474	-2.763231	4.168222	0.821722	3.323386	-2.268725	-1.616294	-1.401140	-0.024294	-0.390376	-2.085943	-1.167882	1.808962	1.726930	0.871149	-0.696312	0.954761	0.612465	-2.171506	-1.592082	-0.243530	3.916458	4.204919	-0.702959	4.540697	-0.617015	-1.030154	0.145482	-0.489204	-0.479603	-1.034347	0.235267	0.837800	-2.772424	-0.842807	-0.254547	-1.613541	0.637225	1.528208	1.241462	1.120023	-1.666639	-2.317339	0.994900	-1.015350	4.210741	-0.058548	-1.287826	3.371255	3.436460	0.610332	-2.967270	0.245756	4.010572
-1.238832	-0.898706	-0.945292	-0.281021	-3.365421	-0.814614	-0.336092	-0.997145	-0.303434	-2.012331	0.631441	3.588399	-1.926181	-1.552874	-2.645089	3.489812	1.208491	2.785521	-0.855483	-0.266098	-4.273639	1.926207	-1.427961	-1.704253	-1.261834	1.232416	-1.590323	2.438882	-1.230406	1.801812	-0.516312	-0.470403	-1.268154	-1.085444	2.635164	3.739635	-0.679323	3.409889	-1.631584	-1.106096	2.050078	0.095206	-1.421923	-0.348297	1.850480	-0.914367	-1.532633	0.211489	-0.632455	-0.764667	-1.077680	2.796468	-1.179777	-0.685718	-1.316536	-0.769603	1.085080	-1.490815	4.900614	-1.172851	-0.676013	2.988172	5.929608	0.814938	-1.437893	-0.911582	-0.168122
-1.606110	0.397939	-1.635569	1.835842	-3.644516	-2.318216	-1.728583	-1.561034	-3.661410	-1.283279	1.131496	0.549336	-0.521036	-1.480526	-3.027197	1.614655	-0.021815	4.909288	-2.451179	-1.621155	-1.332489	-1.002706	-0.307982	-0.911758	-2.049291	-0.218277	0.418078	-0.789161	1.650593	-0.556521	-1.235875	0.657165	-2.031530	-0.205634	3.277254	1.130155	-0.083015	2.266766	-2.528904	0.050319	1.932179	-1.703616	-1.217598	0.745576	0.833457	-0.391868	-1.430227	2.388997	-1.859278	-0.908760	1.016421	0.908963	-0.593197	0.063401	-0.931350	-1.497222	0.003957	-0.498358	4.265170	-1.150483	0.901616	3.934574	0.676183	1.557303	2.637799	-0.697218	-2.457452
-1.470257	-1.831811	0.809920	-0.729800	-1.294068	-1.631988	-1.933676	-2.155407	-4.479498	-0.945927	1.268381	-2.071177	-3.006165	-1.325134	-2.360756	2.292852	-0.422894	2.583087	-2.094714	-1.004966	-1.760488	0.721568	0.571462	0.175740	0.727244	-0.763015	-0.052870	2.813024	1.815085	0.922462	-0.883025	1.074597	-1.193311	0.318101	1.261331	-0.112023	-2.416734	-1.892672	-1.350576	-2.249511	3.279485	-1.010770	-2.429429	-0.767929	-0.452500	-0.022702	-2.203003	1.876118	0.140083	0.772580	-1.289071	-0.506606	-1.993499	-2.160822	-1.815480	-3.394696	-1.110270	1.934121	3.626109	1.011954	-0.211539	4.317960	2.095882	-0.672275	1.619805	-0.367150	-3.100913
0.589026	1.627245	-0.365524	0.187752	0.941322	-0.311731	-1.128371	-0.452765	-3.306401	-1.574976	-2.618801	-2.434242	1.093430	-2.486097	-1.906267	4.393802	-0.820845	-0.962881	-2.206591	-0.846733	-0.566540	0.104727	-0.251331	0.430242	-0.303932	0.043300	1.718334	1.932937	1.216170	-0.606239	-2.113764	3.279991	-1.134898	2.789661	-1.828206	-3.014198	-0.976482	-2.560023	-2.779106	-0.883287	3.467594	-1.722558	-2.120616	-1.597614	-1.192291	-2.494570	-0.451362	2.356851	-2.052372	-1.397050	-1.006256	-1.827041	-2.572083	0.518714	-0.718027	-1.072126	-0.812300	3.862221	0.691132	0.287662	1.090319	1.140630	-0.232595	-1.545298	2.325022	-0.707480	0.120497
