"file","lhs","op","rhs","beta","se","z","pval","level"
"data1","V1","~","V1lag",0.463860875327886,0.0299567607302371,15.4843469060286,0,"group"
"data1","V2","~","V2lag",1.04855816118332,0.0236376031946684,44.359749698304,0,"group"
"data1","V3","~","V3lag",-0.168257152339609,0.0144484993706669,-11.6453029496753,0,"group"
"data1","V4","~","V4lag",0.862041428798483,0.00296542001650297,290.697919350751,0,"group"
"data1","V5","~","V5lag",0.756896243417354,0.006040823532178,125.296863810961,0,"group"
"data1","V3","~","V1",-0.299973873451608,0.0293477904816188,-10.2213443850053,0,"group"
"data1","V1","~","V2",0.460879845654404,0.067802121526823,6.79742514357868,1.06505915198341e-11,"group"
"data1","V2","~","V4lag",0.0229606741731796,0.000744463309935111,30.8419150638611,0,"group"
"data1","V3","~","V4",0.036976292779302,0.00129451256263937,28.5638732650933,0,"group"
"data1","V4","~","V5lag",0.163189323235712,0.00459513636214446,35.5134886921081,0,"group"
"data1","V3","~","V2lag",-0.630141548315777,0.0267525388258688,-23.5544578560317,0,"group"
"data1","V2","~","V1lag",0.382905138385745,0.0172875670054402,22.1491629368811,0,"group"
"data1","V2","~","V3lag",0.299094286625227,0.0113620971790471,26.3238627440001,0,"group"
"data1","V2","~","V5lag",0.00533240567574327,0.000265905992207988,20.0537251209154,0,"group"
"data1","V2","~","V1",-0.144778352857401,0.0281472261211841,-5.14360996831723,2.69508774630722e-07,"group"
"data1","V3","~","V4lag",0.041210805299193,0.00161125917611804,25.5767699635269,0,"group"
"data1","V3","~","V1lag",-0.267496079727778,0.0207820152492758,-12.8715178253514,0,"group"
"data1","V1","~","V5",0.0044627344392998,0.000310635026118642,14.3664882066304,0,"group"
"data1","V4","~","V5",0.0516388534045696,0.00404654476615339,12.7612213354202,0,"group"
"data1","V1","~","V4lag",-0.0213478424988089,0.00241730716174503,-8.83124943186704,0,"group"
"data1","V1","~","V3lag",0.251195797407067,0.0223362779726836,11.2460902265933,0,"group"
"data1","V3","~","V5lag",0.0025910335996009,0.000406666898275037,6.37139046868902,1.87322157785275e-10,"group"
"data1","V1","~","V3",0.157111607060455,0.0245393828334917,6.4024269936417,1.52926338259363e-10,"group"
"data1","V1","~","V2lag",0.490764982874818,0.0728947800610454,6.73251201888296,1.66757718744748e-11,"group"
"data10","V1","~","V1lag",0.484558893136915,0.0327550408629023,14.7934143988725,0,"group"
"data10","V2","~","V2lag",1.01153224557092,0.0228424270592401,44.2830458842042,0,"group"
"data10","V3","~","V3lag",-0.180663362702043,0.0145873330453238,-12.384948101254,0,"group"
"data10","V4","~","V4lag",0.863221125504806,0.00298798523088613,288.897386968946,0,"group"
"data10","V5","~","V5lag",0.753751407710552,0.00610801583227686,123.403643410266,0,"group"
"data10","V3","~","V1",-0.271064537724336,0.0295999227575256,-9.15760963110687,0,"group"
"data10","V1","~","V2",0.428385737791885,0.0697653776408015,6.14037725127067,8.23257240156750e-10,"group"
"data10","V2","~","V4lag",0.0236735663710539,0.000767494563913966,30.8452560892765,0,"group"
"data10","V3","~","V4",0.0383605050599265,0.00138067744377115,27.7838283177493,0,"group"
"data10","V4","~","V5lag",0.165716641682219,0.00461502457654054,35.9080734964237,0,"group"
"data10","V3","~","V2lag",-0.614365086016279,0.0270115566803016,-22.7445272143204,0,"group"
"data10","V2","~","V1lag",0.382480211973162,0.0166824369051502,22.9271187505635,0,"group"
"data10","V2","~","V3lag",0.292011502511281,0.0111159277951645,26.2696472928069,0,"group"
"data10","V2","~","V5lag",0.00549229917566476,0.000281389676586251,19.518481425104,0,"group"
