"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.1055,0,0,0,0.2534,0,0.8929,0,0.3297,0,0,0,0,0.6509,0.0677,0.0518,0,0,0,0
"V2",0,0.0095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V3",0,0.011,0.0116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",113.6013,0,0,187.0413,0,112.7528,0,159.8921,0,0,133.3106,0,0,0,0,0,0,0,0,0
"V5",0,0,0,3e-04,1e-04,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V6",0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002
"V7",0,0,0,0,0,0,0.0017,0,0,0.0021,0,0,0,0,0,0,0,0,0,0
"V8",0,0.0099,0,0,0,0,0,0.0018,6e-04,0,0,0,0,0,0,0,0,0,0,0
"V9",0,0,0,0,0,0.0017,0,0.0087,0.0017,0,0,0,0,0,0,0,0,0.006,0,0
"V10",0,0,0,0,0,0.0059,0,0,0,0.0172,0,0,0,0,0,0.0203,0,0,0,0
