"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.1361,0,0,0,0.3533,0,1.2212,0,0.4525,0,0,0,0,0.8923,0.0986,0.0672,0,0,0,0
"V2",0,0.0097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V3",0,0.011,0.0115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",96.1487,0,0,158.2432,0,95.3367,0,135.2539,0,0,112.7804,0,0,0,0,0,0,0,0,0
"V5",0,0,0,3e-04,1e-04,0.0018,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V6",0,0,0,0,0,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022
"V7",0,0,0,0,0,0,0.0018,0,0,0.0022,0,0,0,0,0,0,0,0,0,0
"V8",0,0.0099,0,0,0,0,0,0.0016,5e-04,0,0,0,0,0,0,0,0,0,0,0
"V9",0,0,0,0,0,0.0018,0,0.0085,0.0017,0,0,0,0,0,0,0,0,0.0059,0,0
"V10",0,0,0,0,0,0.0058,0,0,0,0.0167,0,0,0,0,0,0.0196,0,0,0,0
