"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.1021,0,0,0,0.262,0,0.9004,0,0.3372,0,0,0,0,0.6639,0.0732,0.0576,0,0,0,0
"V2",0,0.0098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V3",0,0.0111,0.0115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",NA,0,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
"V5",0,0,0,3e-04,1e-04,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V6",0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021
"V7",0,0,0,0,0,0,0.0016,0,0,0.0021,0,0,0,0,0,0,0,0,0,0
"V8",0,0.01,0,0,0,0,0,0.0016,5e-04,0,0,0,0,0,0,0,0,0,0,0
"V9",0,0,0,0,0,0.0017,0,0.0086,0.0017,0,0,0,0,0,0,0,0,0.006,0,0
"V10",0,0,0,0,0,0.0058,0,0,0,0.0171,0,0,0,0,0,0.02,0,0,0,0
