"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0872,0,0,0,0.2077,0,0.7319,0,0.2708,0,0,0,0,0.5343,0.0556,0.0449,0,0,0,0
"V2",0,0.0097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V3",0,0.011,0.0116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",129.9865,0,0,213.4236,0,127.897,0,181.6185,0,0,151.7657,0,0,0,0,0,0,0,0,0
"V5",0,0,0,3e-04,1e-04,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V6",0,0,0,0,0,0.0018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019
"V7",0,0,0,0,0,0,0.0014,0,0,0.0019,0,0,0,0,0,0,0,0,0,0
"V8",0,0.0099,0,0,0,0,0,0.0018,6e-04,0,0,0,0,0,0,0,0,0,0,0
"V9",0,0,0,0,0,0.0016,0,0.0087,0.0017,0,0,0,0,0,0,0,0,0.0061,0,0
"V10",0,0,0,0,0,0.0057,0,0,0,0.0166,0,0,0,0,0,0.0197,0,0,0,0
