"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0724,0,0,0,0.169,0,0.5991,0,0.2225,0,0,0,0,0.4367,0.0448,0.0389,0,0,0,0
"V2",0,0.0098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V3",0,0.011,0.0115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",292.3533,0,0,480.9012,0,289.1933,0,409.965,0,0,342.6131,0,0,0,0,0,0,0,0,0
"V5",0,0,0,3e-04,1e-04,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V6",0,0,0,0,0,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018
"V7",0,0,0,0,0,0,0.0016,0,0,0.0018,0,0,0,0,0,0,0,0,0,0
"V8",0,0.0099,0,0,0,0,0,0.0018,6e-04,0,0,0,0,0,0,0,0,0,0,0
"V9",0,0,0,0,0,0.0014,0,0.0089,0.0018,0,0,0,0,0,0,0,0,0.0062,0,0
"V10",0,0,0,0,0,0.0057,0,0,0,0.0169,0,0,0,0,0,0.0199,0,0,0,0
