"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0996,0,0,0,0.2357,0,0.8297,0,0.3088,0,0,0,0,0.6079,0.0624,0.0465,0,0,0,0
"V2",0,0.0097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V3",0,0.0111,0.0116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",235.9933,0,0,387.7532,0,233.0729,0,329.889,0,0,275.6763,0,0,0,0,0,0,0,0,0
"V5",0,0,0,3e-04,1e-04,0.0014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V6",0,0,0,0,0,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017
"V7",0,0,0,0,0,0,0.002,0,0,0.002,0,0,0,0,0,0,0,0,0,0
"V8",0,0.0099,0,0,0,0,0,0.0017,5e-04,0,0,0,0,0,0,0,0,0,0,0
"V9",0,0,0,0,0,0.0014,0,0.0086,0.0017,0,0,0,0,0,0,0,0,0.006,0,0
"V10",0,0,0,0,0,0.0057,0,0,0,0.0168,0,0,0,0,0,0.0199,0,0,0,0
