"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0942,0,0,0,0.2471,0,0.8526,0,0.3172,0,0,0,0,0.6232,0.0695,0.0524,0,0,0,0
"V2",0,0.0098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V3",0,0.0111,0.0115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",189.5129,0,0,311.6109,0,186.9798,0,265.5782,0,0,221.8792,0,0,0,0,0,0,0,0,0
"V5",0,0,0,3e-04,1e-04,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V6",0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021
"V7",0,0,0,0,0,0,0.0014,0,0,0.002,0,0,0,0,0,0,0,0,0,0
"V8",0,0.0099,0,0,0,0,0,0.0018,6e-04,0,0,0,0,0,0,0,0,0,0,0
"V9",0,0,0,0,0,0.0017,0,0.0086,0.0017,0,0,0,0,0,0,0,0,0.006,0,0
"V10",0,0,0,0,0,0.0058,0,0,0,0.0168,0,0,0,0,0,0.0199,0,0,0,0
