"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0915,0,0,0,0.2216,0,0.78,0,0.2892,0,0,0,0,0.5683,0.0599,0.0461,0,0,0,0
"V2",0,0.0098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V3",0,0.0112,0.0115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",63.5411,0,0,104.4252,0,62.7832,0,88.9864,0,0,74.3115,0,0,0,0,0,0,0,0,0
"V5",0,0,0,3e-04,1e-04,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V6",0,0,0,0,0,0.0018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018
"V7",0,0,0,0,0,0,0.0016,0,0,0.0019,0,0,0,0,0,0,0,0,0,0
"V8",0,0.0098,0,0,0,0,0,0.0017,5e-04,0,0,0,0,0,0,0,0,0,0,0
"V9",0,0,0,0,0,0.0015,0,0.0085,0.0017,0,0,0,0,0,0,0,0,0.006,0,0
"V10",0,0,0,0,0,0.0057,0,0,0,0.017,0,0,0,0,0,0.0201,0,0,0,0
