"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.109,0,0,0,0.2652,0,0.9313,0,0.3451,0,0,0,0,0.6797,0.0713,0.0518,0,0,0,0
"V2",0,0.0098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V3",0,0.0112,0.0114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",168.1248,0,0,276.223,0,165.849,0,235.4019,0,0,196.5337,0,0,0,0,0,0,0,0,0
"V5",0,0,0,3e-04,1e-04,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V6",0,0,0,0,0,0.0018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019
"V7",0,0,0,0,0,0,0.0016,0,0,0.0019,0,0,0,0,0,0,0,0,0,0
"V8",0,0.0096,0,0,0,0,0,0.0017,5e-04,0,0,0,0,0,0,0,0,0,0,0
"V9",0,0,0,0,0,0.0015,0,0.0084,0.0017,0,0,0,0,0,0,0,0,0.0059,0,0
"V10",0,0,0,0,0,0.0056,0,0,0,0.0166,0,0,0,0,0,0.0195,0,0,0,0
