"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0919,0,0,0,0.2403,0,0.8234,0,0.3087,0,0,0,0,0.6064,0.0677,0.0551,0,0,0,0
"V2",0,0.0099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V3",0,0.0111,0.0115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",229.9249,0,0,377.7372,0,227.7997,0,321.4765,0,0,268.7453,0,0,0,0,0,0,0,0,0
"V5",0,0,0,3e-04,1e-04,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V6",0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021
"V7",0,0,0,0,0,0,0.0017,0,0,0.0021,0,0,0,0,0,0,0,0,0,0
"V8",0,0.0101,0,0,0,0,0,0.0018,6e-04,0,0,0,0,0,0,0,0,0,0,0
"V9",0,0,0,0,0,0.0017,0,0.0088,0.0018,0,0,0,0,0,0,0,0,0.0061,0,0
"V10",0,0,0,0,0,0.0059,0,0,0,0.017,0,0,0,0,0,0.0201,0,0,0,0
