"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.0985,0,0,0,0.2557,0,0.8801,0,0.3294,0,0,0,0,0.6466,0.0718,0.0566,0,0,0,0
"V2",0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V3",0,0.0113,0.0116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",140.4622,0,0,230.9518,0,138.6562,0,196.8929,0,0,164.4461,0,0,0,0,0,0,0,0,0
"V5",0,0,0,3e-04,1e-04,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V6",0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021
"V7",0,0,0,0,0,0,0.0017,0,0,0.0021,0,0,0,0,0,0,0,0,0,0
"V8",0,0.0099,0,0,0,0,0,0.0017,5e-04,0,0,0,0,0,0,0,0,0,0,0
"V9",0,0,0,0,0,0.0017,0,0.0086,0.0017,0,0,0,0,0,0,0,0,0.0061,0,0
"V10",0,0,0,0,0,0.0059,0,0,0,0.017,0,0,0,0,0,0.0201,0,0,0,0
