"","V1lag","V2lag","V3lag","V4lag","V5lag","V6lag","V7lag","V8lag","V9lag","V10lag","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"V1",0.1128,0,0,0,0.2713,0,0.9588,0,0.3531,0,0,0,0,0.6978,0.0718,0.0498,0,0,0,0
"V2",0,0.0095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V3",0,0.0109,0.0115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V4",189.5836,0,0,312.0048,0,187.3169,0,266.3446,0,0,222.2585,0,0,0,0,0,0,0,0,0
"V5",0,0,0,3e-04,1e-04,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"V6",0,0,0,0,0,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018
"V7",0,0,0,0,0,0,0.0017,0,0,0.0019,0,0,0,0,0,0,0,0,0,0
"V8",0,0.0097,0,0,0,0,0,0.0018,6e-04,0,0,0,0,0,0,0,0,0,0,0
"V9",0,0,0,0,0,0.0015,0,0.0084,0.0017,0,0,0,0,0,0,0,0,0.0058,0,0
"V10",0,0,0,0,0,0.0057,0,0,0,0.0168,0,0,0,0,0,0.0198,0,0,0,0
