"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0103,0,0,0,0,0,0,0,0.0103,0,0,0,0,0,0,0.0091,0,0.0111,0,0
"X2",0,0.0138,0.0138,0,0.0153,0,0,0.0151,0,0.015,0,0,0,0,0.0153,0,0,0.0147,0,0.0149
"X3",0,0,0.0108,0,0,0,0.0105,0,0.009,0,0,0.0097,0,0,0,0,0,0,0,0.0095
"X4",0,0,0.0103,0.0111,0,0,0,0,0,0,0.0096,0.0094,0,0,0.0106,0,0.01,0,0,0
"X5",0,0,0,0.0127,0.0122,0,0.0145,0,0,0.0135,0,0,0,0,0,0.0125,0.0142,0,0,0.0151
"X6",0,0,0,0.0152,0,0.0143,0,0,0,0.0141,0,0,0,0.016,0,0,0,0,0.0114,0
"X7",0,0,0,0,0,0.0107,0.0104,0,0,0,0,0,0.0094,0,0,0,0,0,0,0.0118
"X8",0,0,0,0,0,0.0154,0,0.0121,0.012,0.015,0,0,0,0,0,0.0145,0,0,0,0.0156
"X9",0.0108,0.0126,0,0,0,0,0,0,0.0115,0,0,0.0128,0,0.0114,0,0,0,0.0119,0,0.0104
"X10",0,0,0,0,0,0,0.0098,0,0,0.0109,0,0,0,0,0,0.0094,0,0,0,0
