"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0103,0,0,0,0,0,0,0,0.0106,0,0,0,0,0,0,0.0095,0,0.0113,0,0
"X2",0,0.0132,0.0135,0,0.0164,0,0,0.0158,0,0.0161,0,0,0,0,0.0165,0,0,0.0157,0,0.016
"X3",0,0,0.0108,0,0,0,0.0114,0,0.0096,0,0,0.0093,0,0,0,0,0,0,0,0.0106
"X4",0,0,0.01,0.0108,0,0,0,0,0,0,0.0097,0.009,0,0,0.0109,0,0.0108,0,0,0
"X5",0,0,0,0.0118,0.0115,0,0.0145,0,0,0.0136,0,0,0,0,0,0.0116,0.0143,0,0,0.0151
"X6",0,0,0,0.015,0,0.0142,0,0,0,0.0142,0,0,0,0.0153,0,0,0,0,0.0123,0
"X7",0,0,0,0,0,0.0101,0.0106,0,0,0,0,0,0.0089,0,0,0,0,0,0,0.0118
"X8",0,0,0,0,0,0.0152,0,0.0124,0.0128,0.0151,0,0,0,0,0,0.0141,0,0,0,0.0157
"X9",0.0097,0.0112,0,0,0,0,0,0,0.0105,0,0,0.0111,0,0.01,0,0,0,0.0109,0,0.01
"X10",0,0,0,0,0,0,0.0103,0,0,0.0109,0,0,0,0,0,0.009,0,0,0,0
