"file","chisq","df","npar","pvalue","rmsea","srmr","nnfi","cfi","bic","aic","logl","V1_r2","V2_r2","V3_r2","V4_r2","V5_r2","status"
"data1",15.9699,18,47,0.5946,0,1e-04,1,1,38026.1105,37719.8118,-18812.9059,1,1,1,1,0.9781,"converged normally"
"data10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data13",15.286,18,47,0.6422,0,3e-04,1,1,38815.6753,38509.3766,-19207.6883,1,1,1,1,0.9818,"converged normally"
"data14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data15",15.5879,18,47,0.6213,0,2e-04,1,1,38536.3705,38230.0718,-19068.0359,1,1,1,1,0.986,"converged normally"
"data16",11.6779,18,47,0.8634,0,2e-04,1,1,38288.4376,37982.1389,-18944.0694,1,1,1,1,0.9833,"converged normally"
"data17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data21",10.1786,18,47,0.9259,0,1e-04,1.0001,1,37342.5677,37036.269,-18471.1345,1,1,1,1,0.9781,"converged normally"
"data22",5.8519,18,47,0.9968,0,0,1.0001,1,38637.6998,38331.4011,-19118.7005,1,1,1,1,0.9779,"converged normally"
"data23",12.0961,18,47,0.8422,0,2e-04,1,1,37899.548,37593.2493,-18749.6246,1,1,1,1,0.9738,"converged normally"
"data24",26.0485,18,47,0.0987,0.0095,7e-04,0.9999,1,39410.8076,39104.5089,-19505.2544,1,1,1,1,0.9773,"converged normally"
"data25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"computationally singular"
"data27",14.9355,18,47,0.6664,0,2e-04,1,1,39506.8536,39200.5549,-19553.2775,1,1,1,1,0.9856,"converged normally"
"data28",9.3573,18,47,0.9509,0,0,1.0001,1,39108.6397,38802.341,-19354.1705,1,1,1,1,0.9821,"converged normally"
"data29",24.4258,18,47,0.1416,0.0085,5e-04,1,1,37349.2036,37042.9049,-18474.4525,1,1,1,1,0.9741,"converged normally"
"data3",22.1193,18,47,0.2267,0.0068,1e-04,1,1,38830.3667,38524.068,-19215.034,1,1,1,1,0.9816,"converged normally"
