"file","lhs","op","rhs","beta","beta.std","se","z","pval","level"
"concat_BOLD3TRfilt_01","X1","~","X1lag",0.304246005306399,0.305024990106132,0.0123251674576198,24.7481416504046,0,"group"
"concat_BOLD3TRfilt_01","X2","~","X2lag",0.119569775209279,0.119368367727771,0.0172538216119229,6.91837266042466,4.56856774633252e-12,"group"
"concat_BOLD3TRfilt_01","X3","~","X3lag",0.148052214891227,0.148010488327338,0.010271195841295,14.4102488760137,0,"group"
"concat_BOLD3TRfilt_01","X4","~","X4lag",0.227362328828464,0.227851674809723,0.0128545969569455,17.7253067966952,0,"group"
"concat_BOLD3TRfilt_01","X5","~","X5lag",0.29539840234025,0.293750367407102,0.0095322319092973,30.8165359594946,0,"group"
"concat_BOLD3TRfilt_01","X6","~","X6lag",0.0552593978371531,0.055226129728184,0.00934455038062076,5.90998255440037,3.42143957610119e-09,"group"
"concat_BOLD3TRfilt_01","X7","~","X7lag",0.239816477542378,0.239778122407882,0.0121900216615832,19.6700325122097,0,"group"
"concat_BOLD3TRfilt_01","X8","~","X8lag",0.242927707412269,0.242532991445675,0.0127918491687383,18.9599633521631,0,"group"
"concat_BOLD3TRfilt_01","X9","~","X9lag",0.214351362702139,0.213891882715772,0.0132442197977119,16.149828829685,0,"group"
"concat_BOLD3TRfilt_01","X10","~","X10lag",0.262979449286574,0.262819865486355,0.0119958091624658,21.909306986035,0,"group"
"concat_BOLD3TRfilt_01","X8","~","X9",0.414142570105054,0.430142032577487,0.0270494017006237,15.9020904542805,0,"group"
"concat_BOLD3TRfilt_01","X6","~","X10",0.613500648538622,0.553259990285075,0.00996870945948331,55.4996604659548,0,"group"
"concat_BOLD3TRfilt_01","X3","~","X2",0.632365870892909,0.661468293741413,0.00951550146948396,69.5148117902907,0,"group"
"concat_BOLD3TRfilt_01","X5","~","X4",0.433336203015232,0.480323348899479,0.0115951002380308,41.4246827572965,0,"group"
"concat_BOLD3TRfilt_01","X9","~","X6",0.209847815879083,0.217273129915623,0.0149796101295986,14.5045917774794,0,"group"
