"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.2823,0,0,0,0,0,0,0,0,0,0,0,0,0.3082,0,0,0,0.2269,0,0
"X2",0,0.1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2981,0.2877,0
"X3",0,0,0.1101,0,0,0,0,0,0,0,0,0.5658,0,0,0,0,0.2529,0,0,0
"X4",0,0,0,-0.1687,0.5072,-0.3298,0,0,0,0,0,0.4402,0,0,-0.7047,0.8435,0,0,0,0
"X5",0,0,0,0,-0.1397,0,0,0,0,0,0,0,0,1.0143,0,0,0,0,0,0
"X6",0,0,0,0,0,0.1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7042
"X7",0,0,0,0,0,0,0.3217,0,0,0,0,0,0,0.4241,0,0,0,0,0,0
"X8",0,0,0,0,0,0,0,0.1981,0,0,0,0,0,0,0,0,0,0,0.7439,0
"X9",0,0,0,0,0,0,0,0,0.1495,0,0,0,0,0,0,0.6858,0,0,0,0
"X10",0,0,0,0,0,0.3164,0,0,0,0.0076,0,0,0,0,0,0,0.2824,0,0,0
