"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0101,0,0,0,0,0,0,0,0.0108,0,0,0,0,0,0,0.0091,0,0.0112,0,0
"X2",0,0.0142,0.0126,0,0.0135,0,0,0.0131,0,0.0139,0,0,0,0,0.0133,0,0,0.0124,0,0.0138
"X3",0,0,0.011,0,0,0,0.0109,0,0.0091,0,0,0.011,0,0,0,0,0,0,0,0.0101
"X4",0,0,0.011,0.0108,0,0,0,0,0,0,0.0091,0.0111,0,0,0.0107,0,0.011,0,0,0
"X5",0,0,0,0.0121,0.0121,0,0.0152,0,0,0.0143,0,0,0,0,0,0.0109,0.0151,0,0,0.0158
"X6",0,0,0,0.0164,0,0.0139,0,0,0,0.0158,0,0,0,0.0169,0,0,0,0,0.0134,0
"X7",0,0,0,0,0,0.009,0.0103,0,0,0,0,0,0.0089,0,0,0,0,0,0,0.0115
"X8",0,0,0,0,0,0.0146,0,0.0128,0.0135,0.0163,0,0,0,0,0,0.0138,0,0,0,0.0168
"X9",0.0091,0.0125,0,0,0,0,0,0,0.0105,0,0,0.0131,0,0.0099,0,0,0,0.0105,0,0.0103
"X10",0,0,0,0,0,0,0.0103,0,0,0.0111,0,0,0,0,0,0.0081,0,0,0,0
