"file","lhs","op","rhs","beta","beta.std","se","z","pval","level"
"BOLD3TRfilt_01","X1","~","X1lag",0.307449361166971,0.305327305543189,0.0631124596748114,4.83782928309872,1.31264808067577e-06,"group"
"BOLD3TRfilt_01","X2","~","X2lag",0.0808512676919062,0.0831378329638497,0.0595283417203833,1.39660925470367,0.162531105748189,"group"
"BOLD3TRfilt_01","X3","~","X3lag",0.221889209099596,0.223382957304479,0.0508490334365983,4.39306201528897,1.11765228467675e-05,"group"
"BOLD3TRfilt_01","X4","~","X4lag",0.0603796276527027,0.0611769131534494,0.048732585853319,1.25535947010049,0.209348295412131,"group"
"BOLD3TRfilt_01","X5","~","X5lag",0.155108455827607,0.158473137598082,0.0624584530835354,2.53725684474016,0.0111724951194991,"group"
"BOLD3TRfilt_01","X6","~","X6lag",0.0747543418966446,0.0755584403486821,0.0586450861895962,1.28840189789143,0.197606098434978,"group"
"BOLD3TRfilt_01","X7","~","X7lag",0.0688363082400934,0.0711956053521446,0.0583915181700644,1.21927991570263,0.222737968915078,"group"
"BOLD3TRfilt_01","X8","~","X8lag",0.336562595456699,0.341924329663581,0.0637692931266718,5.3618961869999,8.23528665261364e-08,"group"
"BOLD3TRfilt_01","X9","~","X9lag",0.00706078684695182,0.00709542159355279,0.0555593842731759,0.127708787388028,0.898379435711277,"group"
"BOLD3TRfilt_01","X10","~","X10lag",-0.132384437556633,-0.135439820185401,0.0501280855334348,-2.70187498174181,0.00689496825270552,"group"
"BOLD3TRfilt_01","X10","~","X6",0.845555467481793,0.846361774790933,0.0231172600391916,36.6116820659569,0,"group"
"BOLD3TRfilt_01","X3","~","X2",0.65524771149238,0.680468685204899,0.0388378498062146,17.5207610256532,0,"group"
"BOLD3TRfilt_01","X9","~","X8",0.797771101212302,0.721780149690755,0.0410370184847737,17.5885134042709,0,"group"
"BOLD3TRfilt_01","X4","~","X5",0.372728443513154,0.326396395619443,0.0557605239683419,5.85353889078867,4.81221662518294e-09,"group"
"BOLD3TRfilt_01","X6","~","X9",0.851763819135789,0.655765883543007,0.0452346780712957,14.496972488882,0,"group"
"BOLD3TRfilt_01","X2","~","X9",0.402998682766422,0.419137247787103,0.0709671048650388,5.90607787346256,3.50348416944257e-09,"group"
"BOLD3TRfilt_01","X5","~","X6",0.383224790216531,0.576579401154296,0.0518634993958659,11.1172483127942,0,"group"
"BOLD3TRfilt_01","X7","~","X10",0.170957842394985,0.26501640815805,0.0746108998537402,3.55197978683493,0.000382344230691833,"group"
"BOLD3TRfilt_01","X8","~","X1",0.251534612442055,0.215445955108523,0.0729279834385475,2.95422888375994,0.00313451434330414,"group"
"BOLD3TRfilt_01","X4","~","X2",0.239093792352485,0.233186630059559,0.0623939022307679,3.73733043971352,0.000185984430790986,"group"
"BOLD3TRfilt_01","X4","~","X9",0.402757879940377,0.408537589827123,0.0625271740991903,6.53376065227316,6.4138472311015e-11,"ind"
"BOLD3TRfilt_01","X7","~","X4",0.421220895475814,0.496077163325547,0.0668131984246312,7.42483783178181,1.13020703906841e-13,"ind"
"BOLD3TRfilt_01","X1","~","X2",0.259091017916295,0.321464117111273,0.0670148270363574,4.79691034548026,1.61131676579274e-06,"ind"
"BOLD3TRfilt_01","X10","~","X7lag",0.292803879874957,0.195356878852429,0.0516944766574993,3.77906676852079,0.000157417214595057,"ind"
"BOLD3TRfilt_01","X2","~","X10",0.206880370325969,0.279208314489053,0.0707610485159377,3.94579108626643,7.95369406558777e-05,"ind"
"BOLD3TRfilt_02","X1","~","X1lag",0.258407596999729,0.259070928991433,0.0724053411779135,3.57806378337266,0.000346148989772699,"group"
"BOLD3TRfilt_02","X2","~","X2lag",1.01336714753485,1.0306227547603,0.706414844553344,1.45894832577017,0.144579330756771,"group"
"BOLD3TRfilt_02","X3","~","X3lag",0.194118791879379,0.195873465264552,0.045758848552328,4.28055931172653,1.86424193100443e-05,"group"
"BOLD3TRfilt_02","X4","~","X4lag",-0.207713874610521,-0.213705240669491,0.0625460655929759,-3.41676552543203,0.000633698331245824,"group"
"BOLD3TRfilt_02","X5","~","X5lag",0.152863047811096,0.150492886658645,0.0688072321182004,2.18716669782794,0.0287303570294437,"group"
"BOLD3TRfilt_02","X6","~","X6lag",0.0924233739645486,0.0949732763293494,0.0597226713507185,1.59023824925083,0.111781111824457,"group"
"BOLD3TRfilt_02","X7","~","X7lag",0.177584746404552,0.18170826729684,0.0556836952008772,3.26322214503425,0.00110153139331692,"group"
"BOLD3TRfilt_02","X8","~","X8lag",0.239403848159309,0.239094451680396,0.0675314411230067,3.54049088401493,0.000399383432186262,"group"
"BOLD3TRfilt_02","X9","~","X9lag",0.215747460115595,0.217842710390513,0.051764627820106,4.20833143334029,2.57263338181435e-05,"group"
"BOLD3TRfilt_02","X10","~","X10lag",0.0317835986876636,0.03244507207197,0.0493522679386131,0.657418056497969,0.510912144479096,"group"
"BOLD3TRfilt_02","X10","~","X6",0.844014287537088,0.77181015890067,0.0321555071578112,24.0024253112482,0,"group"
