"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196,0,0,0,0
"X2",0,0.0333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378,0,0
"X3",0,0,0.0278,0,0,0,0,0,0,0,0,0.0259,0,0,0,0,0,0,0,0
"X4",0,0,0,0.0324,0,0,0,0,0,0,0,0,0,0,0,0.0269,0,0,0,0
"X5",0,0,0,0,0.0363,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0
"X6",0,0,0,0,0,0.0305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302
"X7",0,0,0,0,0,0,0.0384,0,0,0,0,0,0.0343,0,0,0,0,0,0,0.0255
"X8",0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0.0271,0
"X9",0,0,0,0,0,0,0,0,0.0304,0,0,0,0,0.0322,0,0.0267,0,0,0,0
"X10",0,0,0,0,0,0,0,0,0,0.0292,0,0.0374,0,0,0,0,0,0,0,0
