"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.6578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1661,0,0,0,0
"X2",0,0.2858,0.4492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2863,0,0
"X3",0,0,0.357,0,0,0,0,0,0,0,0,0.5338,0,0,0,0,0,0,0,0
"X4",0,0,0,0.7265,0,-0.3801,0,0,0,0,0,0,0,0,0,0.4611,0,0,0,0
"X5",0,0,0,0,0.4999,0,0,0,0,0,0,0,0,0.4575,0,0,0,0,0,0
"X6",0,0,0,0,0,0.345,0,0,0,0,0,0,0,0,0,0,0,0.227,0,0.4739
"X7",0,0,0,0,0,0,0.5241,0,0,0,0,0,0.1664,0.2219,0,0,0,0,0,0.1037
"X8",0,0,0,0,0,0,0,1.0251,0,0,0,0,0,0,0,0,0,0,-0.3398,0
"X9",0,0,0,0,0,0,0,0,0.4587,0,0,0,0,0,0,0.2217,0,0.4219,0,0
"X10",0,0,0,0,0,0,0,0,0,0.642,0,0.099,0,0,0,0,0,0.2459,0,0
