"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.6655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1282,0,0,0,0
"X2",0,0.2846,0.4069,0,0,0,0,0,0,0,0,0,0,0,0.1734,0,0,0.2118,0,0
"X3",0,0,0.3578,0,0,0,0,0,0,0,0,0.5274,0,0,0,0,0,0,0,0
"X4",0,0,0,0.5353,0,0,0,0,0,0,0,0,0,0,0.3614,0.1077,0,0,0,0
"X5",0,0,0,0,0.6985,0,0,0,0,0,0,0,0,0.0558,0,0,0,0,0,0
"X6",0,0,0,0,0,0.4929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4134
"X7",0,0,0,0,0,0,0.5588,0,0,0,0,0,0.2442,0,0,0,0,0,0,0.1383
"X8",0,0,0,0,0,0,0,0.6307,0,0,0,0,0,0,0,0,0,0,0.2788,0
"X9",0,0,0,0,0,0,0,0,0.6465,0,0,0,0,0,0,0.1886,0,0,0,0
"X10",0,0,0,0,0,0,0,0,0,0.608,0,0.2538,0,0,0,0,0,0,0,0
