"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.7606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0
"X2",0,0.6195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2339,0,0
"X3",0,0,0.4272,0,0,0,0,0,0,0,0,0.4761,0,0,0,0,0,0,0,0
"X4",0,0,0,0.6152,0,0,0,0,0,0,0,0,0,0,0,0.2731,0,0,0,0
"X5",0,0,0,0,0.5363,0,0,0,0,0,0,0,0,0.4168,0,0,0,0,0,0
"X6",0,0,0,0,0,0.3784,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0.3136
"X7",0,0,0,0,0,0,0.619,0,0,0,0,0,0.2408,0,0,0,0,0,0,0.1137
"X8",0,0,0,0,0,0,0,0.5188,0,0,0,0,0,0,0,0,0,0,0.4436,0
"X9",0,0,0,0,0,0,0,0,0.7554,0,0,0,0,0,0,0.0735,0,0,0,0
"X10",0,0,0,0,0,0,0,0,0,0.6496,0,0.204,0,0,0,0,0,0,0,0
