X1	X2	X3	X4	X5
-0.736283	-0.074943	-3.341334	-2.936562	-3.088003
-0.911421	-3.436092	-3.028908	-3.112556	-1.399871
1.659610	-1.045510	-1.051496	-0.647533	-3.531276
0.082607	-1.805295	-0.743900	3.282009	-0.664820
2.333868	-2.388347	0.231879	1.267070	-0.949403
2.215892	0.203937	0.333042	0.491850	0.406174
3.332178	2.445457	2.138287	1.303650	1.403010
3.776223	5.141116	3.856114	3.696770	3.222704
1.391426	3.918614	3.079322	2.693111	1.257055
-2.446915	5.235353	3.983710	3.076674	0.737162
-5.350202	3.874636	1.814677	1.344559	0.071325
-4.500637	3.184762	0.018024	0.762967	-1.502357
-2.765220	2.327134	-0.163151	3.331898	-0.307186
0.464445	-3.164545	-0.808249	1.501954	0.686338
0.116458	-2.393776	-1.206469	3.441135	-1.568185
1.331716	-5.877756	0.068187	2.576942	-0.683258
-2.215383	-2.383883	0.669019	3.750876	-0.162280
-4.625539	-0.127056	1.945227	4.034037	0.905948
-3.478455	3.215927	2.785010	3.077227	1.158224
-3.102933	2.681469	4.558567	0.943846	0.197748
-1.920174	1.710170	4.953698	-0.948704	1.246819
-0.629980	-1.040268	1.575903	2.083678	1.585936
-1.128653	2.641758	1.927280	0.672892	1.920398
-0.871595	2.816749	1.528330	1.879040	-0.477295
-1.132808	4.458807	-0.167148	2.366722	-0.657645
-1.206192	4.368535	-3.385354	1.334741	-0.171952
-0.515651	3.251533	-1.479388	1.332096	-2.282316
-2.213585	4.711704	-0.961452	0.486690	-2.007240
-2.762697	3.073250	-1.259345	-1.135576	-1.546323
-2.749488	-0.637327	-1.881668	-1.398502	-1.455967
-1.311160	-1.970026	-4.707321	-3.782385	-3.189872
-0.762015	-3.992543	-3.001004	-3.099425	-1.828939
-2.394554	-1.393478	-4.325918	-3.796020	-3.525469
-3.161579	2.928271	-2.115163	0.289731	-1.335563
1.218108	4.407708	-0.627638	-0.073170	-1.421021
2.849805	3.269734	1.274655	2.012378	-0.408644
0.842811	4.631551	2.320516	1.820378	1.116666
5.533624	5.339160	3.381646	2.186929	0.997510
4.744943	-0.230035	3.279944	0.780934	-0.390013
3.003665	-2.417233	1.576510	1.070695	0.904595
3.094890	-4.460831	2.673443	2.672012	1.743234
3.204715	-5.788428	2.407245	4.683088	3.434803
3.315738	-4.919022	4.487914	4.798825	3.150402
4.653859	1.128390	4.217751	5.230824	4.881830
4.130076	-1.911390	2.587255	3.715386	2.498785
4.145087	-0.174560	2.745827	1.039814	4.176768
3.168391	-1.586218	0.056266	-2.598691	3.432078
1.935785	-0.962461	-0.086627	-1.847226	0.943713
-3.204431	0.116612	-1.917452	-4.673690	-0.390826
-0.921159	-3.083397	-2.262610	-4.427182	-0.408740
0.062699	0.456915	-1.958400	-4.400999	-1.069131
3.320342	-2.923950	-0.009022	0.399561	-0.964499
5.484969	-1.059990	0.049623	0.055099	-1.958744
4.311878	-1.365102	1.418737	-3.072381	-1.470667
-0.936433	-2.188586	-1.185681	-4.776380	-1.613569
-3.651564	-1.461238	-1.866131	-4.733493	-1.736750
-6.520218	-1.768656	-0.470112	-4.031020	-3.087811
-2.805695	-1.743638	-2.098324	-4.355459	-2.306253
2.367304	-3.027582	-1.021468	-3.363506	1.047224
3.860876	-1.978686	0.936658	-0.133961	2.233220
5.705620	-2.727448	0.582354	-2.544620	3.262033
5.919836	-2.632766	0.232019	-2.079683	5.803963
2.769322	-0.610837	1.523954	-0.150346	3.013109
-0.323623	-1.241059	-0.320740	-1.176807	0.826072
-3.153100	-1.483931	-2.589163	-1.436164	-0.931451
-6.828812	-3.454350	-1.672915	-3.114016	-1.918558
-5.597958	-0.398014	-3.417495	-2.122159	-3.230251
-3.953740	1.635280	-1.572803	4.664808	-2.108430
1.015241	-0.192468	-2.647039	3.466789	-0.939696
0.170284	-0.264054	-2.564102	2.123484	-1.693649
-0.222112	-2.263878	-0.234091	-0.379503	-1.794390
-2.158348	1.370364	-1.986407	-3.581971	-1.593819
-0.571226	-2.330826	-2.678148	-4.444216	-1.829037
-3.176945	-1.632348	-2.191714	-4.408236	-0.007843
-0.942408	-2.496898	-3.025204	-1.808030	4.014761
2.910285	0.161325	-1.729219	0.828306	4.817775
5.002733	-0.937077	-0.188557	2.866974	5.545598
4.581835	1.451299	0.398883	1.282875	2.119431
5.287091	0.478154	3.111400	2.515114	0.250472
4.610599	0.672189	0.881297	0.462591	-1.303677
3.578858	-0.401392	2.318572	0.772710	-0.575319
4.039569	0.085312	2.244127	-0.361627	-0.788454
2.459529	-2.363998	-0.107337	-1.924417	0.463620
2.578540	-1.985719	0.398481	-0.504458	1.101900
0.073898	-2.344550	0.606380	-3.818848	1.730986
-1.084495	-0.001689	-1.714638	-1.445184	1.905479
-2.879540	-1.306934	-0.223571	-1.784263	-0.218721
2.395661	-1.058184	2.364379	1.382217	2.427683
2.219308	0.845765	3.812815	0.366959	2.058394
0.605602	-1.438088	4.280137	-0.303035	1.659209
0.467040	-3.005740	2.959846	0.957837	1.941029
-2.663577	-2.088690	1.555143	-0.863421	2.973354
-1.808850	-0.680835	-0.916871	-3.810807	0.602683
-3.987279	-2.546575	-2.129696	-5.015918	1.709817
-0.799164	-0.771508	-2.524730	-1.599753	-1.745146
-0.698806	-0.700631	-2.536073	-2.776008	-1.889605
-2.001806	0.664156	-4.143523	-2.412881	-3.863360
-0.754164	-2.447446	-1.851480	-2.644269	-2.751113
-2.252479	-2.658334	-3.360642	-2.663770	-3.975862
-2.290853	-0.678007	-3.063709	-3.078480	-2.033808
-1.846085	-0.235464	-5.003480	-4.476999	-2.269051
-1.045476	-1.714904	-2.150353	-1.790022	-1.036392
-2.139526	2.842676	-1.370727	-2.020348	-0.532931
-1.758835	1.367276	-3.414102	0.296627	-2.017367
-2.174003	4.038097	-0.477177	2.164105	-1.120800
-1.730430	4.129342	2.367450	1.786987	1.682468
-2.082517	4.572610	3.447980	1.603978	1.159938
-2.256563	2.130704	0.943614	0.593980	-0.226590
-1.538669	-0.635175	-1.779047	-1.940006	-1.170216
0.330966	1.413473	-0.528602	-2.155776	-2.691940
2.648142	1.446850	-1.096549	0.007872	-1.121162
5.591558	1.962857	2.023811	1.664541	-0.074683
3.421314	5.590995	4.874082	4.157333	2.121198
1.889712	4.194165	3.174963	4.693450	1.987980
-1.854450	3.489368	3.534756	3.195596	1.189264
-5.529971	-0.210095	1.179563	-1.087727	0.637049
-5.321350	-3.889123	-0.698316	-3.280317	0.248436
-4.304489	-4.261916	-1.031080	-4.401571	0.024024
-1.547885	-2.839872	-4.196826	-2.915687	-0.138086
0.518060	-3.547290	-2.863955	-1.274363	-0.548194
1.080247	0.202330	-3.784964	1.390905	-2.047401
-0.913723	0.170389	-1.931753	-1.339982	-2.817507
-0.434351	4.251787	-1.628919	0.261179	-1.976211
-3.427836	5.024726	-1.793563	4.451890	-0.601713
-0.851077	3.647807	-0.512682	4.716354	-3.044913
-1.518075	2.791729	0.339624	4.827674	-1.346912
-1.802128	0.541993	1.478458	2.526250	-0.782608
-1.365038	1.182400	2.538319	2.572287	2.197797
-1.273202	3.917651	3.916111	4.137685	3.615504
-1.286221	5.322545	1.607233	3.283248	3.851414
-0.554694	3.252084	3.591887	0.158578	2.492525
-1.878321	0.261267	-1.514525	-1.356124	1.242239
-1.022901	-2.569704	-0.587903	-3.612954	0.066056
-2.555334	-4.053230	-2.924144	-4.761311	-1.283625
0.259281	-2.880310	-1.820048	-3.221192	-1.782303
-0.476355	-3.459743	-2.496213	-3.464795	0.281521
1.512157	-0.776831	-2.304338	0.081282	3.025649
0.789719	3.176628	-1.287622	-0.152960	-0.444720
1.540031	1.913534	0.291538	1.418483	2.018613
0.796194	1.421387	3.253441	0.408613	1.286051
2.500708	2.171087	0.508689	-1.491570	-0.389808
-1.793426	-2.444865	-1.476815	-3.209862	-0.687864
1.371492	-1.770271	-2.306472	-0.302561	-2.270515
0.849464	-3.534429	-1.244479	0.574534	-1.762663
1.592990	0.148159	-0.123736	3.285725	-1.248806
1.836170	0.093395	0.915360	1.679115	0.073855
-0.432194	0.031178	0.984609	-0.026295	-1.631379
-1.903403	-0.229191	-1.980988	-4.823903	-2.186108
-2.397554	0.091285	-3.537829	-4.345907	-2.400732
-3.327848	0.385909	-2.793912	-5.412505	-1.821552
-0.496584	0.360579	-3.067837	-3.790196	-2.016165
-1.774061	0.782696	-3.120602	-2.221577	-3.851674
-0.062178	1.803758	-3.789005	-0.900047	-1.636876
0.440365	-1.114034	-3.756747	-1.229004	-1.640973
1.796969	-1.168481	-2.598624	0.020253	-1.753163
1.884435	3.107018	1.186963	-0.280273	-1.370647
0.483665	-0.455939	-2.687184	-0.347482	0.083276
-1.274043	1.677948	0.105938	-0.122172	-2.588695
-1.172586	-0.721821	-2.397273	2.744860	-1.839558
-2.284264	-1.190546	0.407887	4.563213	-0.390614
-3.107276	-1.030429	0.529618	2.636891	-1.891163
-0.557621	1.535831	3.051722	1.324394	1.434996
0.541501	2.906632	1.715799	3.311824	1.080563
-0.392109	3.890875	2.302051	2.927982	-1.653962
-0.305849	5.766058	3.889679	2.056769	1.124921
-2.762620	4.850181	3.517685	1.954487	1.837613
-0.791220	4.099444	0.953469	2.247737	3.513714
-0.883148	3.346945	1.515632	1.926121	3.246023
