"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0662,0,0,0,0,0,0,0,0,0,0,0,0,0.0499,0,0,0,0,0,0
"X2",0,0.0614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574,0
"X3",0,0,0.057,0,0,0,0,0,0,0,0,0.0568,0,0,0,0,0,0,0,0
"X4",0,0,0,0.0574,0,0,0,0,0.0623,0,0,0.071,0,0,0.06,0,0,0,0,0
"X5",0,0,0,0,0.06,0,0,0,0,0,0,0,0.0735,0,0,0.0632,0,0.0641,0,0
"X6",0,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0.0719,0
"X7",0,0,0,0.0545,0,0,0.0687,0,0,0,0,0,0.0652,0,0,0,0,0,0,0.062
"X8",0,0,0,0,0,0,0,0.0778,0,0,0.1061,0,0,0,0,0,0,0,0,0
"X9",0,0,0,0,0,0,0,0,0.057,0,0,0,0,0,0,0,0,0.0538,0,0
"X10",0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0.0519,0,0,0,0
