"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X2",0,0.0622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0.1107,0
"X3",0,0,0.0578,0,0,0,0,0,0,0,0,0.0527,0,0,0,0,0,0,0,0
"X4",0,0,0,0.0574,0.0508,0,0,0,0,0,0,0.0423,0,0,0.0507,0,0,0,0,0
"X5",0,0,0,0,0.0699,0,0,0,0,0,0,0,0,0,0,0.0756,0,0,0,0
"X6",0,0,0,0,0,0.0581,0,0,0,0,0.063,0,0.0516,0,0,0,0,0,0.0634,0
"X7",0,0,0,0,0,0,0.0639,0,0,0,0,0,0.051,0,0,0,0,0,0,0.0678
"X8",0,0,0,0,0,0,0,0.0701,0,0,0.087,0,0,0,0,0,0,0,0,0
"X9",0,0,0,0,0,0,0,0,0.0515,0,0,0,0,0,0,0,0,0.0436,0,0
"X10",0,0,0,0,0,0,0,0,0,0.0543,0,0,0,0,0,0.0496,0,0,0,0
