"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568,0,0.0948,0,0
"X2",0,0.0679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638,0.0673,0
"X3",0,0.0747,0.0678,0,0,0,0,0,0,0,0,0.0645,0,0.0311,0,0,0.0522,0,0,0
"X4",0,0,0.1104,0.0683,0.1197,0,0,0,0,0,0,0.1238,0,0,0.1082,0.0979,0,0,0,0
"X5",0,0,0,0.0466,0.0839,0,0,0,0,0,0,0,0,0,0,0.0584,0,0,0,0
"X6",0,0,0,0,0,0.0634,0,0,0,0,0,0.1057,0,0,0,0,0,0,0.0948,0
"X7",0,0,0,0,0,0,0.0577,0,0,0,0,0,0,0.0382,0,0,0,0,0,0.0572
"X8",0,0.1128,0,0,0,0,0,0.0904,0.1069,0,0.1353,0,0,0,0,0,0,0,0,0
"X9",0,0,0,0,0,0,0,0,0.0686,0,0,0,0,0,0,0,0,0.0629,0,0
"X10",0,0,0,0,0,0.0758,0,0,0,0.0713,0,0,0,0,0,0.0603,0,0,0,0
