"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X2",0,0.0565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683,0.0848,0
"X3",0,0,0.0534,0,0,0,0,0,0,0,0,0.0522,0,0,0,0,0,0,0,0
"X4",0,0,0,0.0506,0,0,0,0,0,0,0,0.0618,0,0,0.0749,0,0,0,0,0.0599
"X5",0,0,0,0,0.0642,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0
"X6",0,0,0,0,0,0.0532,0,0,0,0,0.0606,0,0,0,0,0,0,0,0.0544,0
"X7",0,0,0,0,0,0,0.0579,0,0,0,0,0,0,0.056,0,0,0,0,0,0.0568
"X8",0,0,0,0,0,0,0,0.0692,0,0,0.0987,0,0,0,0,0,0,0,0,0
"X9",0,0,0,0,0,0,0,0,0.0406,0,0,0,0,0,0,0,0,0.0337,0,0
"X10",0,0,0,0,0,0,0,0.044,0,0.0584,0,0,0,0,0,0.0507,0,0,0,0
