"","X1lag","X2lag","X3lag","X4lag","X5lag","X6lag","X7lag","X8lag","X9lag","X10lag","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"X1",0.0305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278,0,0,0,0
"X2",0,0.0298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212,0,0
"X3",0,0,0.036,0,0,0,0,0,0,0,0,0.0361,0,0,0,0,0,0,0,0
"X4",0,0,0,0.0371,0,0,0,0,0,0,0,0,0,0,0,0.0361,0,0,0,0
"X5",0,0,0,0,0.0328,0,0,0,0,0,0,0,0,0.0262,0,0,0,0,0,0
"X6",0,0,0,0,0,0.0283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289
"X7",0,0,0,0,0,0,0.0344,0,0,0,0,0,0.0278,0,0,0,0,0,0,0.0255
"X8",0,0,0,0,0,0,0,0.0432,0.0508,0,0,0,0,0,0,0,0,0,0.0526,0
"X9",0,0,0,0,0,0,0,0.0299,0.0364,0,0,0,0,0,0,0.0299,0,0,0,0
"X10",0,0,0,0,0,0,0,0,0,0.0332,0,0.0363,0,0,0,0,0,0,0,0
